,text
0,"(raises eyebrow). A Japanese man approached me on the street during occupation duty and told me ""Japan will rise again."" I replied back ""Good! We'll be back."""
1,"There is a distinguishing characteristic of those who have been in combat and those who have not. You have a different idea of the hazards of life in general. Instead of being shocked and surprised when someone close to you dies, you simply understand they are no longer there and you are glad they have been. "
2,Her parents disapprove of you. That's the entire conversation. 
3,"Been married for 18 years. My wife and in-laws still do this. It used to bother me and I found it offensive, especially since they can all speak English. Now I just enjoy being able to hangout in the other room watching TV without being bothered. Make the most of it."
4,"The genius of the Marines is training. In 1938, before Hitler invaded Poland, the Marines were a little bit larger in size than the PD of New York. They then went on to grow to 6 divisions, who knew what their job was and how to do it. That was the principal motivation every Marine had- he knew he could count on the buddy adjacent to him. and he knew what he knew how to do, and not wanting to let your buddy down."
5,"To bear in mind that we were given this country and its then-novel form of operation, and it needs the help of all citizens to continue. That does not mean solely what is done militarily for the country, but the things a good citizen can do to maintain and pass onto seceding gernations what we have been given. Good citizenship really entails a lot more than war-time heroism. It is what are the things each of us can do to make things run, in this our country. I guess it is possible to write a chapter on what is involved in good citizenship... local government, school board, church, scouts... even just good manners. Appreciating that we have that responsibility is how a country runs. "
6,How many courics was it?  
7,"No question.. From one Devil Dog to another, just a well deserved Semper Fi! "
8,"When we got to Japan at Tsapo- sp? (which is on a type of fjord). We went to land on mainland in order to determine if coast was clear. I didn't think ""why me? until the Col. said ""there will be no ammunition.

I had it explained to me that these were specific commands from central command (MacArthur) that no ammunition would be brought to main land for the initial landing party. The Colonel allowed me to have pistol ammo... we arrived in the LCPV, and I was wondering if any of the locals had lost relatives in the Pacific battles. 

There were various Japanese policemen saluting smartly, polished and on their best behavior. I sent out various patrols to look for surprises, and everything looked clean as far as we'd gone. Got next comm that we would be joined by rest of troops in the morning. 

We picked a building and stationed on the second floor... about midnight, the guys are beginning to shout ""there's one over here. I got em by the leg.""

Rats. Big ones. I call them fox terrier size. 

If our platoon had had ammunition, I really can't confidently say fire discipline was strong enough for a no fire order to be followed. you can imagine what impact that might have on the local population, and then perhaps the course of the war. 

MacArthur had never been a favorite of the Marines- he was perhaps adequate. But boy did he have a better handle on the Japanese response to occupation force arriving than we did. At that point, my respect for him really went up. Such a demonstration of a situation of how easily the first steps of the occupation could have gotten off to a bad start.  "
9,"I lived with an abusive and alcoholic father who did multiple things to cause it. One of the most vivid moments was when I was in 5th grade (so about 10 years old) he shot a dog that was in our yard in the chest, I heard the shot and came outside, the whinging and crying from the dog sounding like a person. As I stepped outside I saw the blood pouring out of its chest, the dog looking up at dad as he had the gun to its head and he pulled the trigger and the dogs brains came out the back of its head. He made me clean up the blood and drag the dog to the edge of the woods to bury it."
10,"A really good lesson I got was on the first day on Paris Island. There was a impression that cigarette butts on the ground would be deleterious to our health. I was told this, and ordered to make sure all these offending items were taken away.  A few feet behind me there was a loud voice saying ""Pick up that butt."" Being not too long out of college, and thinking I could express myself beautifully, I thought "" I was about to do that and you just slowed me down"". instead, I shut my mouth and said ""yes sir."" The drill instructor just smiled, and got across in about ten seconds- if you get an order, get it done. if you have a question, then ask. it's not a debating society, just get it done. "
11,"&gt; He's even met a couple clients

As a husband, I find it extremely difficult to stomach the thought of the one guy my wife dated before me. This one is beyond my personal level of comprehension. "
12,"Slam burger hands down. Its my favorite item period, regardless of my inebriation level
"
13,What's it like meeting an actress and taking advantage of their death 2 weeks later for fake internet points?
14,"What is, in your opinion, the best menu item to order when it is 2 AM and I'm inebriated?"
