,text
0,"Please form your question in the form of an AMA title, as in, ""I think this sub has low quality AMAs, AMA!"" Thank you."
1,"I am 64 and have been single for a very long time after a 15 year marriage. Believe me, there is NOTHING lonelier than being lonely in a marriage. Lonely alone is so much easier. I am finding, even at my age, that the more self-content I get; the more I delete anger and fear from my life; the more I laugh and be my weird self - the more men start coming around and tell me how special and unique I am. No one in this world can make you happy and if you drop that need onto someone, the relationship will fail anyway. So be your weird self (we are ALL weird), find ways to remove all fear and anger from your life and do something crazy you really want to do. Then do that again. Life will be so full of surprises,  you'll stop thinking about being alone. Go see Arrival. We are all connected. You will find your people if you just try.
(This was a disjointed ramble, but I hope you get the message within the stream-of-consciousness mess.)"
2,OH GOD YOU'RE RIGHT
3,Not as much the pussy I'm slaying.
4,Does your penis ever hurt from how often you get laid? 
5,It's most definitely not
6,"I was in the exact same situation you are currently in, I was the nice guy that girls didn't want to date. Up till the age of 32, the longest relationship I was in was 3 months. One day two things happened, I wrote down exactly what I wanted in a woman, even writing down a nice to have which was a cottage. I also fixed myself as well, studying the six needs of humans (certainty, uncertainty, significance, love/connection, growth and contribution).
The incredible happened, I met my best friend, who was looking for the nice guy. At the time I met her, I was unemployed, no car and my employment insurance was ending that month, she offered to pick me up and take me out for dinner. Within 1 year we were married, currently have two beautiful daughters and I cannot believe I have the perfect person for me. I got exactly what I wanted from the list I created, along with an awesome cottage her family owns. 

So it is far from over, fix yourself first, write down what you want and be open to the opportunities that present itself, the right person is waiting for you!"
7,Do you wish you would've capitalized Real and Joke? 
8,"Considering Canada has immigration laws that it strictly enforces, my guess is that the number of people who have moved there within a month is close to zero. The process for Canadian citizenship is a long, arduous task that requires the applicants to have a steady job, money, and marketable skills that another Canadian worker doesn't already possess."
9,"There was this older gentleman (I use this term for a reason) who was always unfailingly polite to me.  He would always make a point to ask how I was doing, as if he really cared.  I blew it off as an inmate trying to butter me up to get something out of me, but it never came to that.  It was the same politeness every day.

I finally decided to look up why this very polite, nice, hardworking man was in prison, assuming it was for some non-violent crime.  Boy was I wrong.

Multi-state rape/abduction/killing/necrophelia of women with my hair and eye color.  That was when I realized he was nice to me because I was his victim type.  Made my skin crawl."
10,"Got you bro. Since I left, I eventually moved back, though, so hopefully you get some better candidates as well.

1. Were you planning it for awhile? It was kind of impulsive but I only planned it out for about a month.

2. Why did you do it? Ugly breakup with my long term gf, my close friends were all dying and going to jail (heroin). It's expensive to live here and cheap where I moved.

3. Did you change your name or phone number, etc? My phone number. 

4. Did you tell your family? My mom and my older brother only.

5. Did you do it despite others' wishes? I didn't really tell anyone but my best friend and close family. My boy was upset but he understood.

6. Did you tell people once you got to the new place? I updated my place of residents on facebook, which made a status update. People were shocked, some were upset with me.

7. How did you get a job and make new friends? I got a job 3 days after I moved because I have a ton of experience in my field. I made friends from work and school. I met a girl at work and dated her for a few months.

8. Do you regret it? Not really, but I had to come back after a year. It was a good experience though.

9. How has it changed you? Surprisingly, yes. I am not so attached to places or even people anymore, for better or for worse. 

10. Did you try to be a different person in the new place? Not really. I had stories and stuff from back home and it makes people interested in your story so I didn't purposefully change myself, altough I changed slightly as a person."
11,Wait... Countries actually enforce immigration laws? They must be racist.
12,Proof?
13,"Nah that would have made me badass though. But you know the stereotype of 26 year old guys that hit up 14 year old girls on Kik? Traced a few of those.
And the 24 year old dudes with a server or their computer STACKED with cheese pizza? Traced a few of those too. 
Can't forget the 19 year old females that hit up 14 year old boys but plottwist the 19 year old female is actually a dude named Mason who isn't what that 14 year old was looking for. "
14,"same, except mine's an anagram for adolf hitler!"
15,"Have you ever said ""On the one hand, I can see where you're coming from, but on the other hand..."" and then just trail off and look at the stump sadly?

Because I would do that all the time."
16,No. I did it this way that way I wouldn't forget my username.
17,Mine is TheHotelDetective
18,"It was with a tour group yes,but it was sanctioned by some embassy's to get a bit higher access.
But it was also with members of the Swedish embassy and a few other more neutral countrys, so it was formal yet relaxed at the same time.



Compared to my Expectations.

I expected some quasi sierra lione type Shit hole.
But it was different.
Not Great,But diffrent

It was   the easiest way i can put it.
Like stepping into a place that is sort of frozen in time,Or a place that time forgot even.

Everything looks New,but odly new from like the 60s-70s so you can tell that the manufacturing sector is just so outdated. as new to the streets would of been new for us in the 70s

Pyongyang is weird.
It sort of reminds me of a 1970s style soviet city block Just on a city wide scale.

The main artery roads are paved and almost brand new.
But there is no cars to drive on them.
The highway into the city was 6 lanes wide yet not even enough cars to cause traffic in one lane.

However you get a bit deeper in and you start to notice roads are not paved.
Anything that  is not straight in your face seems to have no care applied to it.



HOLY FUCK THO the  enviroment was bonkers.
they have some of if not the most pristing parklands i have seen.

You literally get jailed for despoiling the woods in any way.

They have rare species of tigers that are pretty much only found their..
Truly wonderous outddoor experience"
19,Well some random dude named Jake with no background is what I call low quality.
20,Were you afraid to say anything insulting about the country while you were there? Do they joke about their own country? Are they even aware of how ridiculous their country is in the eyes of the world?
21,"For anyone interested in the true story: Hitler's barber was August Wollenhaupt, who cut his hair and trimmed his moustache every 14 days since 1932. He was sentenced to two years on probation in 1948, at the age of sixty. I can't find anything on his death right now, but considering he would be 128 years old today, we can safely assume he is not sitting beside our trollster OP answering questions. Source (in German): http://www.spiegel.de/spiegel/print/d-44415441.html

I found an interview with him that appears to be from shortly after the war, but it may not be authentic, so treat it with more suspicion than whoever upvoted OPs thread and comment did. 
https://fuhrerious88blog.wordpress.com/2016/02/24/an-interview-with-hitlers-barber/"
22,Backtrace my backend IP number you filthy hacker and tell me what colour my underwear is.
23,"Well, America does have a very specific problem"
24,I'm not going to do this one on account of ethics and /troll/ 
25,Did you get laid?
26,Why? 
27,From State Farm? What are you wearing?
28,Why *are* you always in the comments?
29,"Yea I feel like unless you've spent days trying to find some elusive site, they probably already know about it.. and then they'll be like ""Sooo.. why were YOU there?"""
30,Khakis. I hate you.
31,"Wow. 

Thats really nice to read. I'm glad it worked out for you pal :-) Having a little bit of belief can go a long way I guess. I think you and another user on here have hit the nail on the head....I need to fix myself first."
32,Nick valentine does ...
33,Yes. Although I haven't spoken to him in a while as I don't want him to have my address and know where I live with my children. I expect I will speak to him in the future. I am the only person who has spoken/written/visited him since the murder other than his immediate family. 
34,"Depends on the context. 
For web browsing I really don't do that much to protect myself. Just a VPN.
In terms of electronic banking, only do that stuff on SECURE networks that you know are well protected, on a computer you don't watch weird porn on. You should probably avoid e banking entirely if you're paranoid. 
My personal information is secured by remaining non digital. I have never once actually entered in anything extremely important online such as SSN or credit card numbers. If you're making online purchases from smaller vendors such as Wish (Which allows all the small Chinese businesses with likely bad security) Use paypal rather than your credit card. In general the safest way to protect your info is encryption, or don't put it online. "
35,I'm in the comments so that people feel like they can talk to me or that way they can be happy wether they are laughing at or with me.
36,"It was really intriguing for me when I first found out about it. Being on the internet for years, and then finding a place that's been hidden and mostly anonymous, I felt like I had to uncover the mystery of why it was there and what it was all about."
