,text
0,"&gt; Nurse: ""Oh, if I push the X, it says, 'Do you want to save this report or discard it?'. It won't let me close the program until I click something, and I don't know what to push, so I turn the computer off.""

&gt; Me: Maam, you're a nurse, correct?

&gt; Nurse: Yes.

&gt; Me: Did you ever, even while in school, have a patient where you weren't sure what you should do next?

&gt; Nurse: Of course!

&gt; Me: Did you ever just shoot them? Shoot them right in the face?"
1,"""I've tried absolutely nothing, and I'm all out of ideas"""
2,"My condolences friend, I have similar issues as well, but with people that think that every IM app is WhatsApp. I.E. 
Idiot: ""Hey I sent you a WhatsApp msg and you didn't reply""
Me: ""But I don't even have your phone number""
Idiot: ""Which phone number dummy? Through Facebook""
Me: -Hiperventilates-"
3,"Why is it that when an electronic device is involved people just forget how to read? It comes up so often it's insane.

I recently had to teach someone how to use a smart phone. It went kind of like this:

&gt;Her: So what do I press if I want to make a phone call?

&gt;Me: How... how about the one named ""Phone""?

&gt;Her: Oh, I see. Wow this is so difficult.

&gt;Me: Is it? Is it really? FFS..."
4,"Admin help! I turned on the computer like you said, but now I can't find all my open unsaved documents!"
5,"&gt;He battled cancer for years before I met him, and it finally took his life a few years after this happened, but I'll always remember him because of stuff like this he did for others without a second thought.

I expected one of those ""and he banged her, lol"" tales and then you pull this and now I'm shedding a tear for Steve.

Here's to you man, wherever you are. Cheers."
6,Run. Fast. And CYA to the wazoo.
7,"Had a girl the other day do that. She had all this unsaved data on a spreadsheet she'd been working on for a few days straight and someone in her area told her that we typically ask them to ""turn it off and on again"" and that solves most problems (which is what she put in an email to the help desk). So she does that... but doesn't save. So she submits a ticket and I call and ask how I can help. She tells me all the work she had is gone because she shut down her computer ""like we told her to do."" I asked who told her and she said ""Well, the help desk.""

We did? ""Which one of us told you that?""

""You.""

""I didn't tell you to do that. You told me you did that before I called you.""

She gets upset and wants to me to return all her unsaved data back to the spreadsheet or she's going to talk to her manager. That's fine Karen (yeah, her name really was Karen). So while I'm looking to see if I can pull an auto backup out of Excel's ass for her, she proceeds to tell her manager that I forced her to shut down her computer. He gets on the phone and asks me why I did that and I told him that I can pull the logs from her computer, the logs from when she sent the email in for the ticket and the log time from when I called and prove to him that I did nothing of the sort.

So now Monday I have to go to HR with said logs because she got written up for lying to her supervisor and she's trying to fight and say that I forced her to shut down her computer and lose her work. Can't wait to watch Karen get fired."
8,"Dammit, my guess was caps lock.
Don't remember, but does rebooting reset the keyboard status?"
9,"My favorite all time favorite encounter is when I had an older gentlemen stop in and say his mouse wasn’t working for his keyboard. Turns out he was actually picking the mouse up, and essentially trying to use the screen as a giant mousepad. Your story is definitely a close second."
