,text
0,"Q: What's the difference between a doctor and God?

A: God doesn't think he's a doctor."
1,"Did the 25B thing myself awhile back.
We had a warrant officer repeatedly fat finger his password over the course of several days and blame us.
(He also kept monkeyfisting the ventrilo settings, but that's another tale)

At his final blustering at help desk I look over at our LTC and my Sergeant and say to the officer,  ""I'll reset your password one more time. Here is your new password, enter it EXACTLY as you see it.""

His new password ""*ReP3aT0Ff3nDeR$""

He quit fat fingering his password."
2,"Oh no, you've cursed yourself by saying that's the story you're leaving on.

&amp;#x200B;

Can't wait to hear what you've got for us on Monday! ;)"
3,"Yeah I work at a university and most of my colleagues refer to the entire tower of a desktop computer as the ""CPU,"" even the millennials"
4,This is where you simply play back the recording of the previous call where he explicitly tells you to turn it off.
5,Copying logon.wav and logoff.wav to your desktop in an attempt to deceive the tech support on the phone into thinking that you actually rebooted your machine is something fucking powerful
6,"Important troubleshooting rule: never trust anything that you didn't do yourself.

Corollary: The you of today is a different person than the you of six weeks ago.  Don't trust that bastard either."
7,We had all placed our bets on how long we thought it would be until he calls in due to lost work. One of those users that always has loads of documents open never closes once done never reboots his machine so it was only a matter of time.
8,"Best thing to say in this instance is ""aaah shucks in that case I'll take the Laptop and you can go back to Apple and buy a new one.""

Sorry about that"
9,Are you SURE that it's plugged in?
10,"If you had left the company in the meantime: ""Hey, can you believe that some bloke 10 years ago tried to install a service pack on these servers?"""
11,He's pretending everyone is a dog.
12,This hurts my brain and reminds me of several conversation I've had around WiFi including the one from Wednesday wherein a guy thought he would get free WiFi by buying a Google router. Long conversation to explain what an ISP and modern are
13,"That's how most non-technical people are trained on the components of a computer, I've seen countless examples. Monitor, keyboard, mouse, and CPU (or ""hard drive"")."
14,"If it was caused by a customer, at least they went to self check out and not a cashier"
15,At least they did not use $Cleverwordplayonnetscape
16,"I sorta remember back last century.  I worked for a company that had a beautiful server visualization thing.  All our servers were displayed as icons with the connections between them.  If there were warnings, the server icon would change from green to yellow, and if there were errors, they would turn red (I'm oversimplifying, but you get the idea).  We trained a team to monitor our servers on off hours.  We spent months writing documenting what to do in general and what to do when certain servers started to throw errors.  We spent around two weeks training this team.

&amp;#x200B;

A while after everything had been in place, one of our sysadmins was in the room with them and he sees one of our servers turn orange.  He decided to use this a chance to make sure they're doing what their supposed to.  Instead of following the written training, some guy on the team right clicked on the server and selected the ""Clear Messages"" option, turning the server green again.  He was really proud of himself for fixing the server .... My buddy, on the other hand, was ready to kill."
17,"Older factories: Fix problem yourself.  

Not so old factories: Maintenance guy fixes problem.  

Modern factories: Call somebody who may not even be in the same country to fix a problem."
18,"Yes. This week.

I work for a DoD organization and we've been pushing out a new Win10 image that has *massively* caused inconveniences across the organization, and one in particular stood out:

Me: ""How may I help you?""

Customer: ""I need assistance setting up my laptop after the uh... new Win ten image?""

Me: ""Okay sir, just let me know what-""

Customer: ""Can you just remote in?""

Me: ""... to do what sir?""

Customer, in irritated voice: ""To log me on,""

Me: ""Sir, what is preventing you from logging on?""

Customer: ""It doesn't recognize my CAC so I need you to get me in.""

Side note: Common Access Cards, and admin tokens, are all bound to one user. I cannot use *my* CAC to get Mr. Grumpy into *his* account, and when I inform him of as much, he raises his voice, tells me to shut up, and then demands to speak with my manager... who then informs him that everything I said was true.

Mr. Grumpy then left me an unsatisfied customer service mark, but since calls are recorded, his lovely tirade is now one of our ""Customer gone berserk"" templates. Fun stuff."
19,Do not under any circumstances allow end users to reopen tickets. This would be a new ticket with its own metrics.
20,"&gt;Doctors are GODS and can do no wrong (well, not really but you get my point).

Malpractice insurers would argue this."
21,"Easy solution, really. Muffin' to it."
22,"You want to get on a Doctor’s bad side or generally piss them off tell them the are meat mechanic and only subpar at that as they couldn’t even get into Veterinary School.  

Source I used to work at a large Medical school and teaching hospital.  

For those that might be wondering Veterinarian School is MUCH harder to get into than Medical School."
23,"I think what confused her is that both options sound reasonable. She wants to do both things - do not run it, and disinfect the file, but she can only click one of them."
24,It's interesting how some people can funnel information from their eyes to their mouth without it touching the brain.
25,"Really? Even before I entered the tech field, in both civilian and Army side, I'd rarely, if ever, heard of anything other than the actual part referred to as the CPU"
26,"yeah, if someone was angry enough to completely toast the aluminium steel frame it may have ended in an arrest and some charges."
27,"But then they bank might notice the document that says ""yeah I know it's Unix. The bank CIO is a fucking moron"""
28,"I would have clicked at the beginning of the text, hit shift-ctrl-home, and then the delete key."
29,I'm actually kinda impress to be honest with you
30,He would get free WiFi with a router! Just not internet access ;)
31,"I told a doctor I needed to reset his password today because he couldn't log in and his current password clearly wasn't working, and his response was ""No, that won't work for me."""
32,The average user doesn't even read errors in pop up windows. None of them are going to read a ReadMe file.
33,"It's worse than that.  20-30 years ago, the box with all the important bits (what techy folk would call 'the computer') would be labelled as 'the hard drive' or 'the CPU' in any textbooks of the beginning-to-use-new-office-software sort for office workers.  When I bought my first new computer and needed to move some stuff over, I actually sat my mom down at the kitchen table to explain what the parts were inside, so she could understand why I wouldn't let her call the tower 'the CPU'.  I used the old one for a demo unit, and actually had her physically handle some of the parts (the ones I wasn't transferring to the new machine).  She got it immediately, and from then on tried to use the right words.. but you can't really do that for people without having a demo unit to take apart, and people are rightfully leery of having the non-techy masses handle delicate electronic equipment."
34,It’s like the police chief who’s one day till retirement
35,I would've left a readme or something.
36,First for me.
37,"I suggest a congratulatory email on the “completely successful unplanned unplanned downtime recovery test”. 

Everyone will get distracted by “unplanned unplanned” and forget about the actual outage."
38,"That's a good burn, love reading about backlash from the tech support employees."
39,"Can confirm. One of my favorite surgeons couldn't get into vet school, so became a doctor. He actually has one of the best bedside manners of any of our surgeons."
40,"Even more modern:  Call the wrong person and leave a message.  Loudly complain that right person doesn't fix it.

Extra modern: Loudly complain the right person didn't realize you sent a message to the wrong person and fix _that_ too."
41,The thing to do here is never help him with his computer again. He will 100% ask for it at some point. Just remind him that he promised not to ask for your help again.
42,"I always thought that helpdesk people were morons or thought I was to ask me if it’s plugged in. Like how dumb does someone have to be? Apparently many many people are, in fact, that dumb."
43,"I'd be really tempted to just save a copy of the draft email of ""Per my attached request, User is no longer with this company and their email needs to be deleted"" with the original request attached. Open it up, address it, and send every couple of days."
44,"what the brother would hear... "" aaah shucks in that case I'll take the Laptop and ~~you can~~ go ~~back~~ to Apple and buy *you* a new one."""
45,"Had this same type of conversation a whole bunch of times

user - ""I can't do X""

me - ""Good"""
46,Couldn't the screws be ordered online as well if he really really wanted them?
47,Rule of What's to Come: All problems are future You's problems. Try to make his job as easy as possible.
48,But imagine all the words he could process or sheets he could spread!
49,"We had to implement a Muted Close status into RT about 24 hours after first setting it up.

&gt; ""This automated notification informs you that your case has been resolved. No further reply is needed. If your case still requires our attention, please reply to this message to re-open it.""

""Thanks!""

&gt; ""You're welcome, glad it's all sorted out! I'll close the case.""

*-manually closes case-*

&gt; ""This automated notification informs you that your case has been resolved. No further reply is needed. If your case still requires our attention, please reply to this message to re-open it.""


""Thanks again!""

*-manually closes case again-*

&gt; ""This automated notification informs you that your case has been resolved. No further reply is needed. If your case still requires our attention, please reply to this message to re-open it.""

""Thank you!"""
50,"This is a great story as the user at least tried, legit maximum points for effort."
51,understandable. fists are nature's reboot switches.
52,"&gt;Caller: But the laptops are supposed to have build in WiFI!! 

They do have the ability to connect to the Internet using WIFI.  You still need a WIFI signal to connect with.

Considering you're accessing patient data, you should only connect  through a secure WIFI hotspot from your company issued phone.  I'll pass this on to your Supervisor or Manager so it can be communicated to all their front-line staff.

Thank you for calling, and bringing this important issue to light."
