,text
0,"In what twisted IT hell does ""wipe and reinstall"" mean anything other than what you thought?"
1,"Remove the server from its mount, clean the dust off it with a cloth (wipe) and put it back in its mount (reinstall)."
2,"Shit, even on my own machines, I Google programs to find out exactly what they are before uninstalling. I thought that was a common practice."
3,"Nice.

I had the nearly the same interaction some years ago.

The Dean of a faculty called in the afternoon on the 23rd of December, about 1 hour before *everyone* leaves for the Christmas vacation. Mind you, vacation is serious business in Germany and the University wouldn't open again until the 5th of January.

He asked wether ""the domain"" is ready for the new degree they were launching at the start of January.

I told him ""No, what domain? What degree?"".

He said to get it ready as fast as possible.

When I told him that a) I am on the verge of leaving for the holidays for two weeks, b) nobody at the DFN doing the domain registrations is working for the same two weeks and c) the earliest his new domain would be ready would be in the mid of January, I could feel his head turn blue and then red through the telephone.

And before he could start a tirade through the phone, I told him to put in a ticket and I would expedite the process as soon as I see it. This calmed him down and he promises to do at once.

Little did he know that I already had shut down my workstation and was literally (in the true sense of the word) on my way out.

But I kept my word: as soon as I saw the ticket when I was back from my vacation, on the 7th of January, I ""expedited the process"".

He complained to my boss, but he was away even longer, returning the 12th."
4,"No, but pointing out that I had to depend on it to avoid an outage meant that I finally got approval for a really server in the place."
5,"""Look, ma'am, if you go to the doctor complaining about a sore wrist, when really your knee hurts, you're not going to get treatment for your knee..."""
6,"“This is you’re job. Go and do it.”  
“No.”  
“Then we’ll find someone will. Your non-services are no longer required.”"
7,"""You know they tell ya, never hit a man with a closed fist. But it is on occasion hilarious.""

- Mal Reynolds"
8,IT Department: Nobody acknowledges your existence until something breaks.
9,"We had a very similar thing happen.

Working at a law firm and we had after hours support. If they called the helpdesk it was firearded directly to a mobile that we answered. User calls the same number as during business hours. All through the pabx (important for later) 

One day we get a call from an angry partner asking why no one answered the after hours mobile. One of his lawyers was calling for support and no one answered. Because he was unable to get support, he missed an important deadline.

Boss asked on call tech who confirmed no calls or messages came in at the time stated. Boss pulls the log files of all calls to the helpdesk line via the pabx. Yes dear user we can see all calls made from and to any phone in the company. No calls made to the helpdesk the entire evening in question.

Logs forwarded to angry partner. The next day, a termination request arrives in IT for the user.

Don't mess with IT. We know where the bodies are buried. "
10,"Unfortunately, it was proprietary software by the vendor so I doubt it would have shown up in a Google search. "
11,"Yeah, and I think I'd probably say ""de-rack the server and clean the dust off of it"" because ""wipe and reinstall"" already has a very specific meaning in IT."
12,"That was so goddamn *satisfying* to read.    
"
13,"Everything is going well: ""What are we paying these guys for?""

System goes down: ""WHAT ARE WE PAYING THESE GUYS FOR?!?!?!"""
14,We have a client like his that constantly fucks shit up and then blames us for outages. Unfortunately they're one of our biggest customers though
15,So did you patch the vuln orrrr...?
16,"Fire - exclamation mark - fire - exclamation mark - help me - exclamation mark. 123 Cavendon Road. Looking forward to hearing from you. Yours truly, Maurice Moss.

[sigh of relief]"
17,"Thats when you set his password requirements to 20 special characters,  no letters or numbers allowed."
18,It's not my department says every department on the call. I live IT.
19,"Excellent. The schadenfreude is so nice on this one. Once again, a lack of planning on your part does not make it an emergency on mine."
20,"Agreed, but there's still a subset of people who use ""reset"" when they mean ""reboot"". "
21,"In what world are DBAs **not allowed** access to production systems?

If improvements are made to dev or test environments who the *bleep* applies the changes to production?"
