,text
0,"""There's never a good time to have a baby! Just do it!""

WOOF. There are definitely some very wrong times though (drowning in debt, not in the best relationship, currently suffering physical/mental health) and it's the only choice you can't take back. "
1,"""If you really love someone, you stick by them no matter what.""  


No. Or at least, no to the way that has been manipulated. 'No Matter What' was supposed to mean no matter what happens in the world. NOT no matter what he does that hurts you.  If he is doing things that he KNOWS are wrong, you do NOT have to put up with it. Keep loving him, but do it in your own heart, away from his toxicity.  Or hers. whomever."
2,(Laughing nervously) What the fuck?
3,"""He's mean to you because he likes you"" which isn't necessarily advice but it definitely teaches women to accept shit they shouldn't from men. "
4,"We had some unspoken rules: 1 no bragging, 2 no PDA, 3 it was expected that if we develop any feelings we have to be honest and walk away.


Well, it didn't take long before rule number 3 went out the window. It's been ten years and we're married now. I guess we didn't do FWB very well!"
5,I tell people I'm infertile. Now we're all unhappy with this dumbass conversation
6,"I had perfect vision, until after I gave birth. Now I can't do anything without glasses. Turns out your eyes expand and contract with pregnancy."
7,"&gt;In your experience, when did ""all the good ones"" start really going? 


Interestingly, ""the good ones"" didn't even show up until my mid-late twenties.


"
8,"Multiple times. They did not respect either my personal boundaries or common social boundaries. 

When you realize that someone you found attractive can't be trusted to respect personal or social boundaries, you realize that they could easily become dangerous to you. That makes them creepy."
9,"Seche Vite topcoat. I was like ""yeah okay another cheap quick dry nail polish that doesn't completely dry down for a few hours"" NO FAM, you can bang your nails around in 30 minutes or less with that shit. It's truly magic. "
10,"Weight lifting advice, mostly.

""Don't lift too heavy!"" 

""You'll get bulky!""

""You'll damage your baby-making organs""

""No man will ever want you if you're muscular""

"
11,It's less about ticking boxes and more about not ticking the wrong boxes
12,"Was in court and sitting in the back was this attractive dude - clean cut, good built, and handsome. For whatever reason, I assumed he was either going to be a complainant or a witness. Then his case gets called with him as the defendant. The complainant comes up and she describes her interaction with him - one afternoon, she was walking her dog when the defendant came up to her and asked if he could pet the dog. Shortly following that, he asks for her number (she said no), then he asks to use her phone (she, again, says no), then she tried to slowly walk away when he starts following her. Creeped out, she starts running towards her apartment and he started to run after her until she went into her apartment. While in her apartment, he tried to slam open the door, attempted to climb in through the window, and was screaming crude things at her demanding sex until the cops came running over from a block away. 

People be crazy. "
13,"Got to college to find a husband. I went to college to get a BS, not a MRS."
14,"Family: Don't get piercings or a tattoo, that's permanent and follows you for the rest of your life! 

Also Family: when tf up having a baby???"
15,"""Just give him a chance"". "
16,She broke my tailbone on the way out. No one ever warned me that might happen. 
17,"One Christmas I ate an entire ring of cocktail shrimp myself and barfed all Christmas Eve. 

I still can’t look at, touch, or smell cocktail shrimp or seafood sauce. "
18,You're not... you're not supposed to swallow it
19,"It's pretty good, I'd say. I've started saying (to my husband), ""Here comes your cute wife!"" when I enter a room he's in. It makes me giddy because he always agrees and proceeds to gas me up. 

This is coming from someone who doesn't fit any beauty standard, being an overweight Korean American. "
20,"For me, a FWB situation is just casual dating, but with the knowledge that it is not exclusive and isn’t going to become serious. We kiss and hold hands if we want to, we go out on “dates” (I’ve had some FWBs I’d only do drinks with, and others would do dinner too). 

There’s also no expectation of emotional support. We can talk about things while we’re together, of course, but I’m not going to be the person you can count on to call after a bad day just to vent. "
21,"Micellar water, I remember first seeing an ad for it and thinking there's no way that will take all the makeup and dirt off my face but lo and behold it is amazing.

Also Laneige lip sleeping mask. I have pretty much had chapped lips constantly since I was a kid and this stuff is so great I don't even have to use it every day to get the benefits. The first time I used it my lips peeled so bad I thought it was making them worse but I was actually shedding like a snake which revealed soft lips underneath."
22,"He was ""emotionally unavailable"" - which I summed up as, his view towards me was, ""If you are not happy or horny, then FUCK OFF!

""Any sadness, worries, insecurity - deal with that shit on your own. That's what I do!""

&amp;#x200B;

He told me I was ""too sensitive &amp; too needy"" when I pressed him to connect &amp; be supportive of me, and open up so I could be supportive back. For a sickeningly long time, he had me convinced he was right and I WAS too needy. &amp; if he empathized, I'd just 'wallow' in misery &amp; it would be worse.

&amp;#x200B;

To overcome it, he went to therapy &amp; learned the truth - it's impossible to selectively repress emotions &amp; opening up &amp; sharing with loved ones, especially your wife, is healthy."
23,"My Co worker gets this a lot as she's in her 40s. Our director was saying that kids were great and she quipped up 'How's the divorce? How's your son doing at uni in America!? It's been what, 6 years since you saw him last? Are you back in speaking terms?' it was a bit savage but absolutely beautiful "
