,text
0,"The teacher should have said, ""that isn't an excuse."""
1, How does that work how do you pee? What do you indentify as?
2,"How did you get to this point to where you could? Please, I need to know"
3,have you ever considered getting a 6 foot amazon prostitute and climbing all over her like a gecko?
4,"Multiple person and property felonies.  Two trips to state penitentiary, youth centers, high school dropout.  I was your stereotypical loser.  

I have come out the otherside to be successful and happy.  

I have a 5 hour drive ahead of me (wife driving) on the way back from vacation.  Ask away."
5,Depends on which head you are referring to
6,"He said “Fighting bad guys, especially the joker and thanos.”"
7,"It’s not overtly stated but the OP description implies that the student just learned via text message that his grandma died. Who sends a text message about a death in the family? If it’s important, call!"
8,"Better than awkward silence and ""talk to me in the hallway"""
9,What did you have for dinner?  Was it good?
10,Unfortunately I will not know that until I get tested. There's a high possibility I may be infertile
11,Do both sets of genitalia have a reaction when you become aroused?
12,Chili’s. Yes.
13,Mhm
14,"It took a lot of practice, not gonna lie"
15,“Very long. You have to be at least 5”
16,Potentially.. If I try hard enough. Although it would NOT be enjoyable 😂😂😂
17,"No one who has known me has assumed that I am anything but female, In fact most look twice after I tell them there’s part of a penis down there. 

As said on my birth certificate, I am intersex. Nor female or male. Just intersex. But I definitely have more female characteristics

Sexual experience is a bit rough, I haven’t had enough to really speak of it. But I have a long time partner who I have engaged with. Usually now when I meet people, somewhere in our friendship you learn about what I am. That’s how it was with my partner. We were friends first and he had heard rumors of it. But when we spoke about being more then just friends. I had to sit him down and explain, again thankfully I have majority female genitalia on the outside except for what appears to be just a separate, a little longer flap of skin (that was once, before I had a surgery to fix some health issues that came with it, the start of a penis)
Unlike most though, I lack in sensitivity, especially sexually. So that’s a thing.❤️"
18,"Grandparent death is no laughing matter. I teach economics and I can't even tell you how many grandmas have died right when the final papers were due. Its an epidemic people. If you love your grandma, don't take economics online."
19,16 million
20,Wouldn't that mean you would be able to give birth?
21,“I keep my ninja snacks hidden in the bathroom where bad guys will never look”
22,So you could literally go fuck yourself?
23,That's what honestly makes me think he might have been lying. Idk who in their right mind would deliver such earth shattering news like that
24,Danny DeVito is 4ft10.    And he is god
25,What’s the best thing about being a ninja
26,Choosing is the easy part. Fighting through the paparazzi and fans to get to the restaurant is the hard part
27,Did you go for the Dundies?
28,Incredible. He is the link between DC and Marvel that we’ve been searching for.
29,Cant say I have
30,I started out in construction as a framing laborer.  I have moved up from there.  Now I am in sales and management.
31,Jesus Christ it’s Jason Bourne
