,text
0,"There was a lady that would do this every time she shopped at my home improvement store. She'd walk up and say ""you can check me out now.""

Uh, no bitch, you can ring your stuff out yourself or walk around the corner to a register. Bye."
1,"&gt; Who in their right mind expects people to give things to them if they are short of money?

Especially when she wasn't even short of money."
2,This needs reposting in tales from tech support. You troubleshot a puppy. 
3,"""You're right, I should.  I've no idea what I'm doing here...""  *Puts money down, and walks away from the register*"
4,"""ger""

Sausage Fingers op"
5,"Ugh. ""You can..."" 
I always hated it when customers asked for things this way, like they're giving me permission to do the thing that they want."
6,"""Please don't give birth in my store"" that made me laugh

What happened next. You can't leave us hanging like this "
7,Manager should have rang her out.
8,"""They told me at that I could get Blinker Fluid here!  They wouldn't lie to me!"""
9,"My uncle must look similar to you. He and my aunt were waiting in line to be served at a supermarket when a guy asked him for a bag.
Uncle thought he wanted a plastic bag and kept telling him to grab some from the cashier. The guy ended up walking off frustrated. 
Aunt was pissing herself laughing while trying to explain what the guy was really after. "
10,"She listened to the woman and when I asked her what was up, she told me that the woman is *insane* and never to take anything she says seriously.

Dunno if she called corporate. Never heard back from them about it, so I assume she either never did or they didn't care."
11,Hahahaha that's fucking gold 
12,"I bet she got her order anyway

Even though that is not how it works "
13,Nintendo is horrible with sending out enough stock to stores. I wanted one of those consoles myself. Just image the mayhem that will ensue when the Switch comes out next year. 
14,"God damn I love these stories.  I love that you don't take that shit and not only do what you need to protect yourself legally, but go for the throat to let the ~~customer~~ dildos know that you know what's up.

Ferris Bueller you're my hero...."
15,"*Puts money in pocket, and walks away from the register*"
16,"Same basic thing happened at the one in our town. My wife was 3rd in line and the store only had 3 systems. The guy who was fourth in line jumped in front of her and asked for the last 3DS. As the sales clerk was getting it for him, the store manager whom saw what happened, said no and gave it to my wife instead. The guy absolutely lost it and only left after they started calling the cops."
17,"That's a great way to get shot by some off duty cop, or some yokel with a concealed weapon.

WTF would he wear a ski mask if it's just a simulation?"
18,"You guys should have some form the customer can sign off on, accepting full responsibility for any idiocy they are about to commit. Then, when this kind of thing happens again, roll up the form, and shove it up that dumb AM's ass."
19,"Personally, I think the manager shouldn't have made you go back. Unless I'm being paid, I don't work. Even if you hadn't clocked out, you were not responsible to go back. Still though, I suppose it was better than your manager threatening your job or something - as long as they pay you for those extra minutes which, sadly, companies try to steal from employees all the time."
20,"...and corporate says the customer is always right so give her a refund, a free replacement and a gift voucher as an apology for the inconvenience."
