,text
0,Hail snack man.
1,He made a snackrifice
2,"I was *not* expecting that outcome!!

What a twist!"
3,"Ugh. Those shoes fit him just fine. He ruined them, and he knows it. That is why he left them behind like he did. He and his attitude can go on somewhere."
4,"Indeed. My god the amount of angry customers I had to deal with while we closed down. ""I'M REPORTING THIS SHOP TO TRADING STANDARDS"". We were crawling with auditors and accountants, everything was done properly."
5,"If she ever shops at a dollar store, she's going to have a bad time. "
6,"When I worked at a rural bank, we had lots of old people who would come in and draw out their entire social security payment for the month in cash and leave with it. They didn't want to hear anything about how the money would be safer in the bank, these were the kind that hated and mistrusted banks.

One month a couple came in and drew out like $1600 dollars as usual. They came back an hour later and told me that they had dropped the envelope while they were out shopping and couldn't find it. They wanted a refund.  It was so preposterous I actually didn't know what to say to them. 

Edit: not a refund, poor wording there. They wanted us to replace it like a cashier at a gas station might replace your fountain drink for free if you drop it or whatever."
7,[removed]
8,"&gt; Customer: ""you mean, you all don't have an iron and ironing board like in the back or anything?? I've never heard of that!!""

Hell, I don't even iron my own clothes - why would I iron yours?"
9,"We've all been there, brain wires malfunction lol "
10,"I used to have a guy come in and all he would say to me was ""Camels"" and I would ask ""Which kind?"" And he would just say angrily ""Camels! There's only one kind!"" (for those of you that don't smoke or know, Camel has at least 13 different kinds.) Thinking he might want the unfiltered as it was probably the first Camel, I would try to hand those to him. Nope. Wrong. He wanted filtered kings. "
11,She's going to come in and try to return them 1 at a time for $50 each. I guarantee it.
12,"Must be legit, it was on Facebook.

Guess I'll find a new coffee shop. That's a pity, Satan's Aborted Fetus Coffee was right on my morning commute."
13,feels good man
14,Pretty sure I may have worked for the same retailer in the past. Had a guy come into my store with a magnet tool to unlock my peg hooks. Inattentive cashier with their back to him processing trades never turned around as he filled his oversized pants and sweatshirt with about 6 new DualShock 3's. That was a fun one to explain to the DM.
15,Sidenote: I love it when customers have photos on their phone of promotions/signs. It helps so much!
16,"He was awesome. He's inspired me to buy food for cashiers a couple of times, if I notice they're looking glum at the desk.

And I'm all good. This was actually a while ago. One of the guys from head office started his own business and poached me from the shop floor!"
17,"As I recall, the boots appeared to be OK structurally; they were just worn and dirty as they would be after a hike (and lack of cleaning). Maybe he confused us with another outdoor retailer with a particularly open return policy."
18,"I hope you said to him at that point, ""looks like there's more than one kind after all."""
19,"My grandmother says something similar if she's asked that: *""I've been cooking for and cleaning up after a soldier for 40 years, isn't that enough support?""* It's half awkward and half funny each time."
20,I can't believe how careless some parents are. I mean the poor kid doesn't know any better you'd think the mother would exercise some common sense.
21,"Get manglement to get those doors fixed, or at least change the doorknobs. "
22,Being able to say no to a customer with no repercussions... It's a feeling like no other 
23,"He didn't get the big ticket item, so that would be a victory in my book.

Props to your store, the coordinated loss-prevention sounds top notch. Well done."
24,What a great customer! Hope your prospects are okay?
25,"I'm kind of the same way as your store manager. I've grown to the point where I don't think anyone is coming back, because 9 times out of 10 they don't, so I just expect it, but it is a pleasant surprise when they do. I usually try to keep people's things until the end of the day, just to be safe, but after that you're on your own."
26,"""I'm calling the BBB!""

Good luck with that, we aren't part of the BBB."
27,"Heh. Like you'd iron every individual item that way anyway? 

And if it was a thing you did, then surely you'd have industrial presses?

Strange customer, hasn't really thought this thru... "
28,"She knew what she was doing. Some people go to stores searching for those kinds of opportunities (and even make them themselves, like by stealing sales signs and having them reappear magically a few weeks later)."
29,"What did she suggest for you to use instead?

""Why the eff only two cases? We got a lightweight over here!"""
30,"As a victim of ID theft, thank you. It is a hell of a thing to clean up."
31,They... wanted a refund... oh my god.
32,"What an ass. I can understand making a mistake,  but once the staff corrects you,  leave it at that.  There was no need to get management,  nor corporate office, involved. "
