,text
0,Didn't you have the starring role in 'Team America'?
1,"Your body says ""California"" but your face says ""Kentucky."""
2,The dude on the left looks like he's very close to turning into a hammerhead shark 
3,"This presentation of ""Rugrats: All Growed Up"" is brought to you by tighty whities and Wonder Bread"
4,It's going to take more then a Jesus t-shirt and reclaimed wood cross to pray all your gay away. 
5,You look like a somehow less likeable Ted Cruz
6,Skrilex's gay cousin Skilless
7,"Couldn't figure out whether you were a girl or a guy until I saw your pathetic attempt at a beard, then I realised you were a girl

edit: rekt"
8,you look like the sort of sex doll the headmaster of an all boys boarding school would own.
9,"http://teamamerica.wikia.com/wiki/Gary_Johnston

Hahahahahaa
"
10,"you'll eventually be able to afford a prositute in your 30's to finally lose your virginity. so please, until then, don't shoot up your school. "
11,Neil Patrick Harris is straighter than your nose.  
12,I can't wait to see you in the upcoming Ice Age movie
13,"Good choice of clothes, I can see you as the kind of guy who gets nailed by a load of Italian men."
14,"You look like the villain from the incredibles.
"
15,Private Babyhands is a stone cold killer.
16,I bet you’re excited for the new gender neutral bathrooms at Hogwarts.
17,"Oh come on! Seriously, who the fuck is going around and saying, ""Here, hold this."" to these poor people?"
18,Jesus lookin like he'd rather be on that cross than on your shirt
19,He deals with the customers when shipments get backed up because he can sympathize with people who are looking for their package
20,Your hair looks like you just picked up your pubes off the floor and set them gently on your head.
21,So which of the ugly guys at your game night are you leading on?
22,You should try wearing a decent hairstyle everyday at school.
23,you two make conservatives vote pro-choice
24,Unfuckable Kimmy Schmidt
25,"Can you see into your own ears?
"
26,so which boyfriend gave you that nose?
27,Your head is a sniper's wet dream
28,"So, don't know if anyone has told you, but you unbutton the suit jacket when you sit down."
29,Those tats say Kentucky too
30,That double-breasted suit you're wearing is as close to breasts as you're ever going to get.
31,Nobody needs makeup but it would sure help the situation 
32,Where can I donate?
33,Do you model masks?
34,"Well, at least your face is perky "
35,Inbred Swedish house DJs 
36,"You're a sensitive male feminist, aren't you?"
37,This bitch can smell a fart from two hoods away
38,Pushing your chest out doesn't make ur tits look bigger it makes your T-rex arms worse
39,Did someone shrink your face in Photoshop?
40,But you do need attention from strangers on the internet to boost your sense of selfworth.
41,So Thoughtful. Two extra holes to please the boys
42,1/32 Aboriginal? Does that mean one of the 32 guys that ran a train on your mum was aboriginal? Because that's not how genetics works?
43,[deleted]
44,Or a lizard. [Just look at the second face here.](https://upload.wikimedia.org/wikipedia/en/c/c9/The_Invasion_Front_Cover.jpg)
45,The hair says fuckboy but the face says fuck no
46,Because those kids are not autistic
47,Great Value Emma Roberts. 
48,"You don't look like the type marine that gets home and relaxes with family. You look more like the type of marine that gets back home, buys a rifle, and hunts homeless people in public parks."
49,You look like a cancer patient in a bar mitzvah wig.
50,"The only thing worse than your nose is your beard. The only thing worse than your beard is your hair. The only thing worse than your hair is that your parents, the Grinch and Skrillex, decided not to abort you."
51,Super smash bros is probably the only thing you'll be able smash with 
52,"Room is sad, eyes are empty, asking strangers to make fun of you in the middle of the night...

Someone is looking for a distraction from the overwhelming feeling that you are all alone and no one is really there for you."
53,"What the fuck kind of inbreeding led you to this point? This is some ""Hills Have Eyes"" type shit."
54,I think you meant to post this to /r/trashy. 
55,http://imgur.com/S3LsqjI I gotchu.
56,You look like the line that Bill Crosby won't cross. 
57,What part of the motorcycle is that stuck in your nose?
58,"&gt; dislikes 

"
59,"Indian enough to take my call, but Thai enough to have a dick."
60,I dont draw but heres a quick sketch after viewing this post.  http://imgur.com/roTSYvQ
61,Your eyes say get me naked. But your hair says get me a manager
62,"The ""teased everyone in the locker room for being a fag but was later caught sucking off a tranny in a KFC parking lot"" guy "
63,You snort coke from a garden hose. 
64,"Is it hard getting through airport security, considering you have a club for a foot."
65,You look like you barely dodged autism
66,Pull back your foreskin 
67,"But for real though - not even trying to roast - if he focused just a little on a half decent cut and style and cleaned up the brows it'd be far less horrendous. If you're dead set on being the weird guy, at least do it with a nice haircut."
68,"No, I don't have any cigarettes. Especially not for you"
69,This is the first face I expect to see when I wake up in a trunk
70,"You look like you have your mother's eyes. Soft, friendly, full of regret. "
71,Your beard is really throwing off the whole lesbian motif you got going on.
72,Yeah even the kids that don't wear a suit to school every day know that
73,Nailed it.
74,Is your favourite animal the liger? 
75,You look like the kind of X-rated model that after 30 minutes of searching I settle on you and regret after. 
76,You're both doing a really bad job at pretending to be human.
77,Yo what happened to no black jokes
78,If the technology in Captain America becomes real this kid definitely deserves the first go
79,they are definitely suffering from a syndrome
80,Thinking you look great explains the huge ass glasses. Must be blind even with them.
81,"You clearly took this picture a bunch of times looking for that ideal wave of the hair and perfect ""smoldering"" look. This is the best picture you could get, and you're still not that attractive."
82,Too bad Jesus didn't find you before the priest did. 
83,You look like Draco Malfoy's down syndrome stunt doubles. 
84,"You wear a suit everyday to school in hopes that it hides your insecurities, but in reality no one notices your expensive clothing because nobody takes the time to notice you. "
85,You're getting more roasted than OP 
86,Not much negative to say about you. You're a cute girl
87,If you ever decide to kill yourself I'd recommend jumping off of your forehead 
88,But the Hills' eyes are closer together.
89,"The push up bra doesn't distract from the pooch, the tattoo doesn't distract from your arm chub and the dork glasses don't make you look any less of a whore. You don't need makeup, you need a paper bag."
90,You've got the Sasquatch Amish look down pat.
91,you look like you are 15 and 32 at the same time.
92,Head of a thirty year old on a ten year old's body
93,"The ""dislikes"" are because there's no reason to be saying ""roasted"" on the fucking roast me sub "
94,Your eyes hate one another. 
95,"You're the one, when showing up to a party, that everyone says under their breath ""fuck, who invited this obnoxious bitch?"""
96,That pose is clearly trying to show off the ass that you don't have
97,c'mon... laughing at domestic violence victims isn't funny...
98,Boot
99,http://i.imgur.com/PJ1EL11.png
100,Seems a bit archaic that the military still has drummer boys
101,"The guy in the back 

http://2.bp.blogspot.com/-tVKuQ1tEahw/Tkq-MFDDhEI/AAAAAAAAWdQ/VXsVbfgz9ek/s640/Steve+Buscemi.jpg"
102,I'm Irish and I wouldn't even eat that potato.
103,call your mother
104,He's a bitch for wearing a double-breasted
105,Shitting outside? You probably don't have 'gender fluid' bathrooms in your school yet.
106,Everyone knows you only grew that beard to hide your chins. 
107,Where can I get a helmet like that? 
108,"Written with dry-erase marker, because somebody ate all the crayons."
109,"Roses are red, violets are black, I'm sorry your chest is as flat as your back. "
110,"""These hormone pills are giving me hives on my back, but cant stop now, my sideburns look bitchin'"""
111,From Kentucky. Can confirm. 
112,If he had been able to grow pubes
113,"Couldn't even write ""roast me"" straight on the phone"
114,Do they show movies on that forehead?
115,"How is it racist that your nostrils are the size of your eyes?

That happens to everyone with an extra chromosome, regardless of skin color."
116,"[Don't give up man, you can do it!](http://gonetworth.net/wp-content/uploads/2013/07/carrot-top-net-worth.jpg)"
117,Damn. OP's on point. That's gotta be the cleanest roast I've ever seen here.
118,"If they ever make a Freddy Mercury biopic, you'd be a shoe in for playing the guy who gives him aids."
119,Hey! Look at me! I'm different in the exact same way as everybody else!
120,I find it hard to believe you actually had any friends to take this 
121,You guys look like you would try to get drunk off mouthwash
122,"not even trying to diss but I actually said ""oh my fucking god"" after looking at your picture"
123,She made a difference... I'm gay now
124,"So, which one of your daddy's bought you the horse in the middle. "
125,wendy peffercorn would have let you drown.
126,You look like the kind of girl who initiates a handjob before the movie starts
127,I believe it was the hydraulic press channel on youtube
128,You make me think Jesus's death was an elaborate suicide. 
129,"Do you need to pay taxes on the land between your eyebrows? 
"
130,"instead of dying your hair, how about you drink the bleach next time"
131,Doing one amateur sex tape doesn't make you a model 
132,[deleted]
133,http://www.autismspeaks.org/tips/failedabortions
134,"Dude, what the fuck are you?"
135,The hair says 'I &lt;3 Justin Bieber' but the goatee says 'I eat my dads asshole'. 
136,Man it's sad when you have to pretend to have low esteem to fish for attention. 
137,That smile on your face indicates to me that this picture was taken immediately after you finally lost your virginity to a hot pocket. 
