,text
0,No condom=no sex. Good on you for staying safe
1,Tell him that you just can't keep up having to pay for your half of everything when he keeps choosing such expensive activities. You'll both either need to adjust them to more reasonably-priced things or he's going to have to pay some of your cost too when you go.
2,Your mom will come to terms man. You can’t help who you are. I would talk to your brother and build that bond with him. He could be a great ally for you. 
3,"Had an uber driver taking a friend and I to the most popular gay club in our city.

&amp;#x200B;

""Yeah I used to go here a lot, but those gay guys were asking for a face full of fist when they kept hitting on me.""

&amp;#x200B;

We were like uhhhh..... "
4,"And it’s always the most unattractive straight guys that complain about it, yeah, I’m sure you get hit on all the time, with your Walmart jeans and face like a bag of spanners. 

"
5,"He's the one with the dirty ass mate, he's the one who needs to feel ashamed."
6,"Just try not to frame it as taboo. 

Yes you feel attracted, but that's a natural reaction for a man who's attracted to men in some way. 

Just tuck it up into your waistband, be little spoon so ya don't poke around in your sleep, and enjoy the nice warm cuddles with your friend. 

Then maybe go meet a different guy (who is gay) in the meantime and *unleash the kraken*."
7,"Hold your head up high, and laugh hysterically inside."
8,"Theres absolutely no reason to be embarrassed of conversations about money. Everyone needs it, everyone earns different amounts of it and it's one of the most common and human things. For whatever reason, society forces some silly prudery around it.

Besides, theres no relationship without conversation."
9,Be honest. This could lead to some real bad shit but be honest and he will understand.
10,"And OP is worried about using his boyfriend as a sugar daddy. Which clearly means that’s not what he’s using him as, if that makes sense.

OP if your boyfriend understands where you are coming from and truly values the relationship I’m sure he’ll gladly cover more expenses so you aren’t strained. Or he’ll just tone it back spending wise on dates/vacations."
11,You'll never have to deal with unwanted pregnancies 
12,"You’re doing just fine :) 

Keep things in the same vein. 

Nothing you’ve done is wrong. "
13,"I share a bed with straight friends all the time when we go on trips or have a night out so I get where you’re coming from.

Only advice I can give is to convince yourself that you’re not interested and focus on going to sleep when you go to bed.
The more you focus on it and get excited by it, the harder it’ll be (pardon the pun)"
14,"I’m relieved to find out he’s straight. If he were gay, the only thing separating us would be his lack of sexual interest in me."
15,"I mean basically my whole life I was only ever interested in men. Only ever watched gay porn. Only ever fantasized about being with men. Yet still basically told myself, “yeah I’m definitely straight. This is perfectly normal behavior for a heterosexual”"
16,That's what I'm doing. I've heard him whimper and moan I don't think she has XD
17,"My guy did kind of the same thing once. He was asleep, but I was still awake. He laid beside me, and suddenly he seems uncomfortable/scared. He rolled into my arms and pressed his butt up against my junk. He calmed when I layed my arm around him."
18,"This week, in ""recreational outrage"", grown adults get upset because puppets from a 40 year old PBS  show don't fit thier head cannon. "
19,Get 👏 his 👏 number! 👏
20,if they say the characters arn't gay then they arn't theres nothing wrong with that
21,I doubt that. He wouldn't even send me a face pic before we met up. He had me install Skype and video chatted lol. He's so deep in the closet Narnia had to send him through immigration.
22,"I find it hilarious when a guy stands with his back against the wall and as soon as his girlfriend walks in hugs her tightly in front of him as a beard, eh, shield.

If you’re that worried about being in a gay bar, you’re not comfortable in your sexuality."
23,"Probably not related, but a few years ago I was in the OR having leg surgery and while I was ""under"" I grabbed hold of the surgeon's junk and wouldn't let go.  Wish I could remember cause he's really good looking..."
24,Eventually he’ll get something that can’t be cured so that’s on him. You probably dodged a bullet.
25,"I hit on a straight guy at a gay club and he said his girlfriend was in the bathroom. 

She shows up and he goes “Babe this guy just hit on me. I’m a total stud.”

And she goes “great, thanks a lot. his ego is already out of control.”

It made me smile lol"
26,Tell her “omae wa mou shindeiru” and walk away
27,"Purely recreational sex is much more readily available to you than to most straight men.

Personal relationships with women are not complicated by sex.

No one will ever surprise you with the words: 'I'm pregnant and it's yours.""

You get all the benefits, as well as the penalties, of being culturally marginalized.

Dicks are just more fun than vaginas.  (There, I said it.)

&amp;#x200B;

&amp;#x200B;"
28,You thirsty bitch 😂😂😂😍😍🍆💦😂😂😂😂😂😂
29,He’s lucky to have you.
30,Why is this downvoted? Up you go
31,Know your audience duuuuude. 
32,I prefer breeding and drinking vodka.
33,"Does your mom have to live your unhappy life if you repress yourself? No, you're the one stuck living like that. 

Other people can stuff their petty desires when it comes to core parts of us, you need to be able to live your life, and it's not your mom that has to feel those feelings, it's not your mom that has to cry, or wonder if she'll ever be loved the way you see everyone around you being loved. 

Free yourself from these ideas that what other people want of you is anything to be taken into account in this regard. It's your life, and you only get one try, best live for yourself instead of your petty mother."
34,I've been trying to impregnate my boyfriend so many times :(
35,"Why are you ashamed? I’d be embarrassed, but not ashamed. It’s just hygiene. 

Just tell him, “sorry you had to see that. I should have closed the door. Won’t happen again!”

Then it’s done."
36,"First off, a big fuck you, because I'm sitting here bawling my eyes out reading your post.  Now my sinuses are all fucked up and I can't breathe and I can't see to tap out this message.

I love you!  You are beautiful.  Your parenting is near perfect.  That boy is so lucky to have you.  Honestly, I can't suggest a thing to you.  Keep doing what you are doing.  OMG I just love you all so much!  💚💚💚

[Edit typo]"
37,"Youve already broken a major social taboo and are now more free to explore life away from ""normal"". It may not seem like much, but being willing to explore the weird parts of life is probably the biggest step towards being truly happy. Explore your life. Challenge yourself to find new ways to make yourself and your loved ones happy. Do things that you never thought you'd be interested in. Throw away your desire to fit in and instead find a desire to live your life according to your own roadmap."
38,"Excellent, from a lot of the threads I have seen in this sub, people dont practice enough self compassion.
"
39,"I was in a similar situation as you (full time student with zero income outside of summer low-wage jobs, my boyfriend of 3 years is a professional making 150k+). Presumably he knows your situation already, so it shouldn't be that hard of a conversation. In my case I just told him that when I graduate and find a job in my field, I will be more than happy to do these things, but right now I don't have the resources. He really likes to travel, which is completely out of my price range. I made it clear that I don't expect him to pay for anything, and if he really wants to do something, I have no problem with him going without me. He was 100% fine with that. Sometimes he will pay for me, sometimes he will go by himself (i.e on a trip somewhere), sometimes we will just compromise and do something in my price range instead.

It's really not reasonable to expect a 22 year old in a low wage job to be able to afford these things. If he makes a big deal out of it, then that would be a major red flag IMO."
40,"Just go full confident: march up with a smile on your face and say ""so that's how gay people prevent getting shit on their dicks, any questions? No? Great, let's pretend you never saw that. So I need.."""
41,"He sounds like an asshole, I’m sorry OP. I know you’ll find a kinder, more open minded guy"
42,[deleted]
43,To be fair not everyone likes getting hit on at the bar. Period. 
44,"I don't know man, sounds a lot like internalized homophobia to me."
45,"No, no, I don't like doing that. I'm unique like that you see."
46,Now the question is why did you leave it open while cleaning ass?
47,does your boyfriend have a magical perpetually-lubed anus?
48,I'd rather not fuck him again. Nothing personal about him but he wasn't as enthusiastic as I like. He's got a bigger one than me by an inch or two so she wasn't wrong. I didn't get to really enjoy it because he couldn't get hard through most of our fun. When he did though it was nice to play with. 
49,"If she becomes too much, have sex with him again. Btw, did he have a big cock?"
50,These people aren’t here to ask for help. They’re literally here to just complain about how much their life sucks. Same type of people to make indirect passive aggressive Facebook posts for the attention.
51,"Yes, found out he is on prep, but those pills only stop you from getting HIV. He could get everything else."
52,"Im Chinese and the only son within my immediate family- I went through a world of pain trying to avoid breaking my parent's hearts out of sheer love. In the end, they pressured/guilt-tripped my first love apart and celebrated at my misery. It took me months of grieving before a switch flicked- I will never let them get in the way of my life's fulfillment and joy again. My dad has already threatened to cut me off financially as soon as I turn 25 (when I become ineligible for his tax breaks.) Don't make the same mistake I did. Your life is worth more than her [you'll soon to discover to be quite shallow/misguided/selfish] dream."
53,Its what British folk call a wrench
54,"Uhm, I once touched my PS4 controller after eating cheetos?"
