,text
0,"You missed your chance to say, ""Only bad users refuse to do what the expert tells them will fix their problem."""
1,"100$ is a great price for what you sell.. They'd make very good test servers. I wish I were employed with you. I'd buy a couple.

PS: *.... In case you may sell the ones up to the husband's specifications, I may quit and move over there to join your company to buy them.*"
2,"almost sounds like a different timezone and she doesnt understand what timezones are
"
3,"You know the VP of a PC repair shop?  Holy shit your highness, I had no idea.  \*rolls out red carpet\*  \*trumpets sound\*"
4,Because browsers can keep cached versions of websites to make them easier to pull up later. Clearing the cache and cookies gets rid of the cached version of the site and can clear the error. 9/10 times it fixes the problem for the customer. 
5,"""I have a PhD in an almost-related field!"" is always ""I have fucked this up well beyond mortal comprehension"" (or if I'm feeling nice ""I know just enough to make things break really badly"")

Something tells me his materials science background didn't teach him shit about algorithms either"
6,"To be honest, it probably has to do though our webpage being written badly,  but it's not like I can access the source code for the site and fix everything. "
7,"Idiot tax applied.  When pricing services, caveat emptor.  If you get a price too good to be true, prepare to get shafted."
8,"If you work in the Tech Department, you get an even better deal: you can take whatever the F you want home for free, as long as it's not something that should be deployed elsewhere.

I currently have a desktop from 2012, an all-in-one from 2014, a convertible Windows tablet from 2015 (in terrible shape from the teacher who left, otherwise I would have kept it as a loaner), a similar convertible tablet from 2014 for my wife, two SFF desktops from 2011 that I'm using as media center PCs and another that I'm using as a NAS, an ancient iMac for troubleshooting Macs that I get in for my side gig, a small LCD for my workbench for my side gig, a color laser AIO (consumer level) that we got used as a donation, an 802.11n wireless system with enterprise controller, and a 24-port managed gigabit switch, plus several older laptops that I was using before my 2015 tablet and was too lazy to wipe.  I even have an old netbook that I used to use to plug into my car for datalogging and tuning.

Unfortunately for you, we're not hiring, unless you're a high school student that we can use as a summer intern."
9,"""Because, when your *child* turned 18, (s)he became an adult.  By law, adults do not get free reign over the private business of other adults without permission.""

No reason to get technical with them, just plain language. "
10,"&gt;Then a couple of months later she threatened to kill my mom and blow up a bunch of autistic kids.

Charming... "
11,"She was grateful for the loaner, but didn’t understand it was for her to use tomorrow? She doesn’t (want) to understand she has to bring it back. Get ready for an epic meltdown when you call her!"
12,"My guess is that she was Chinese, they force the whole country into a single time zone even though it spans 5. 

Mao decided In 1949 that all of China was to use Beijing Time.
https://en.wikipedia.org/wiki/Time_in_China"
13,"I've heard it as ""Well, if you know more than I do about this why are you calling me for help?"""
14,"Oh yeah that was exactly it, not sure how that concept is so difficult to grasp"
15,Do you have 4G available?  Your phone is a hotspot but also Google Translate can do real time text translation using the phones camera.
16,"Serious question though, why would clearing cache and cookies resolve this problem? "
17,There would be far less of these stories if people just think first before calling.
18,"I like your priority scale.

Someone getting service they shouldn't? TOP PRIORITY - SOUND THE ALARM

Someone not getting the service they're paying for? Meh, a tech will be there within the week."
19,"&gt; We eventually got her set up on dial up, because she refused to pay for anything more. [...] Then a couple of months later she threatened to kill my mom and blow up a bunch of autistic kids.

Dialup. Not even once."
20,"Any system issued to end users should have all ""delete"" functionality removed. They'll always delete the wrong thing. "
21,"Web developer here. Yes, it is totally our fault. Cache busting is important, but it is annoying to implement, so these problems happen. You should forward these tickets to the web developers."
22,"Lady: ""Hey, I know someone that owns a small business, so I'm going to everything I can to fuck him/her over and not pay a fair price"""
23,"... and then you woke up.

RwP"
24,"Well of the company, but hes kinda just been with the owner since the start. He's the shark kinda salesman"
25,"&gt; ""About 1 1/2 years now""

And they didn't think to bring this issue up with someone?

Why am I even asking that question..."
26,"   This, You can also download language packs and use them off-line if you don’t have any Internet access. I think it may be the most Star Trek like program we have right now."
27,Wow that may actually be correct
28,always right before closing? sounds shady somehow like shes avoiding parts of the job she doesn't know.
29,This is a great story. Will there be a .. Sequel??
30,"That’s why I always check the uptime first before restarting, and give the friendly reminder that maybe 59 days is the reason why your computer is a little sluggish."
31,"""What??!! Listen here, crazy lady! Your bullcrap just cost the firm eleventy hundreds of thousands of dollars! Uranus better not be in retrograde, because that's where these tapes are going now!!!"""
32,I think the dialup got to her
33,"She probably thinks he's giving her great service, he's probably finding a way to fuck her over (or just fuck her)."
34,"... I'm preparing to get fired from my current consulting job - nothing malicious; there's nothing left to code so they'll fire me with severance, both parties agreeing. There's a GIS data collection job that uses my licensed program but I have to do nothing for that job either.

Unpaid internship accepted. Where? /j"
35,"Drill hole, pour in a little sand, start up drive, done."
36,"The 90s called, probably about wanting their internet back, but they couldn't get through because I was online."
37,"Knowing this guy, everything you said is likely to be true."
38,It's their system though.  They have some kind of VM management tool that they just deleted the virtual machine in... Can't fix stupid.
39,"Honestly thought I'd be packing my shit when I went upstairs.

In my book it was an unforgivable mistake.

I really believe that the thing that saved me was that I went up with not one problem, but something closer to six, all completely avoidable if things were done properly.

I essentially still got away with blaming the guy before me, mainly because by this point his reputation for cowboying was the stuff of legend."
