,text
0,"* Never get on the mysteriously empty subway car. It's empty for a reason.

* If you pay for your own electricity, and someone comes to the door talking about your electricity plan and trying to get you to sign something, DO NOT SIGN IT. They aren't from ConEd, they're a private electricity supplier trying to get you to change plans. They use high pressure tactics to try and get you to sign, and do stuff like make it sound like this is some discount deal or refund. Don't fall for it. The plan they have you sign up for will probably suck, and you may get early cancellation fees from your old plan.

* That said, don't stick with the default electricity plan you get from ConEd either. That's a variable rate plan, meaning the cost of electricity can change at any time. Do some research and find a fixed rate plan. You can find information about electricity providers [**here**](https://www.coned.com/en/save-money/shop-for-energy-service-companies/how-to-choose-your-energy-supplier) and [**here**](https://www.coned.com/en/save-money/shop-for-energy-service-companies/find-your-esco).

* There will be an adjustment period. Don't beat yourself up or think you can't make it here if you feel overwhelmed or lonely or stressed out here. If you decide this isn't the city for you that's valid, but if you really want to stay here give yourself a few years to learn how to live here comfortably.

* The lack of eye contact and casual interaction with strangers in public isn't rudeness; that's how people respect each other's privacy here. When you walk past thousands of people just going to work, and spend 45 minutes on a train crammed so tight you can identify three stranger's brand of antiperspirant, personal space only exists on the inside.

* We respect each other's privacy, but we aren't ogres. If you need help, ask someone. Just be direct and succinct; we don't need your life story, just ask if you're on the right train platform or how to get to Canal st. Giving too many details is likely to send up red flags; the person you're talking to may think this is a lead up to a request for money or something.

* New Yorkers love giving directions. However, we often love giving directions even if we aren't that certain of how to get there. So if you ask strangers for directions, ask several people separately and see if you get the same answer.

* A lot more of personal life is lived in public here than is true most places. We commute in public, wash our clothes in public, work out in public, and if we want to sit under a tree and read a book it will probably be in a public park surrounded by hundreds of other people rather than in a private back yard. And there's a good chance you'll be living with roommates, possibly strangers you met off the internet, so even your own living room and kitchen aren't entirely private. It takes some getting used to."
1,made it to not being dead
2,"The first year is godamn impossible. You'll have so many feelings of regret, doubt, pity, loneliness... but it gets better, and before you know it it's the best decision of your life and living here is a dream come true. 

Everyone I know who's a transplant has that 'first year' story. Just power through, it's worth it!"
3,"I was a teenager here in the mid 00s. I took trains and cabs alone. Went to St. Marks at 7pm and thought I was hot shit. Knew all the bodegas and restaurants that served underage. Went to diners late at night because we couldn't hang out in bars (yeah you can get a fake, but they don't always work.) Went to weird loft parties. Had way more independence than kids I know who didn't grow up here."
4,Start small. Just go sit in the park and read a book.
5,Oh...I thought you were serious. I was gonna recommend this place exactly like that that also has the best pizza in the city but I guess I won't
6,I mean ya gotta eat
7,Buy a plunger before you need a plunger.
8,"I’d say it’s definitely common, and not just NY. 

I’ve lived in LA, Toronto and NY and most the time we’d be meeting up at restaurants and bars. 

I will say the closer I am with people the more our activities get expanded, like hikes, parks, museums, some kind of workout class, hanging out at one another’s place etc but if they’re just casual friends and not close friends than yeah it’s usually restaurants, bars or going to the movies."
9,Make sure not to ask someone else for direction in front of the person you had just asked lol. That’s mad insulting
10,I'm only interested if it's a non-toursity hidden gem that's only 15 minutes from Times Square.
11,The humidity definitely makes NYC worse.
12,"Try it for a few months and then reevaluate. Banking a few months rent will give you a lot of flexibility when you decide to eventually rent in the city.

That being said, this totally depends on your relationship with your parents and if you think it’s good for your mental health to stay"
13,See how it goes commuting for a bit. Even if you only last a month you'll have saved $1600. Some people manage to deal with this and still have a bit of a social life after work (a coworker of mine did this for 2 years and still went out for dinners...she just didn't get home until 11pm-midnight and had to wake up by 6am the next day.) Other people can't stand it for more than a few weeks. If you can find something to do on the train it'll make your life a little easier.
14,"This article might help. I love that some people are curious about small things. I am one of those people,

https://convene.com/catalyst/buildings-new-york-city-own-zip-code/"
15,"Yea it’s pretty great. There’s a lot of different functions of a sanitation worker. House to house collection, mechanical broom, picking up corner baskets, litter patrol, snow removal and much more. Some functions are better than others and what you do depends entirely on seniority.  A lot of the work is very strenuous, for example on one collection route (one truck) we average 8-12 tons of garbage, picked up by hand.

I love the job. The pay is good. Benefits are great. It’s like a fraternity amongst the workers which is nice. We perform an important service for the city and we have fun doing it."
16,"As does the need to be outside frequently. Often in crowded spaces and hot subway stations with long train delays. And the buildings and sidewalks just trap and radiate heat like a whole street of pizza stones. And the trash water and piss start to heat up and smell. 

But man I love this city."
17,"My problem is **space**. Coming from Florida, I now regret not having appreciated all the space we had... a bathroom you can actually move around in.. rooms that are bigger than sizes of closets.. kitchens where you can spread out and prep/cook... 


I’ve been doing a lot of laying in bed because I guess.. I’m sad?"
18,"Hey, thank you for sharing and seeking help here. I relate to much of your story - I struggle with ADHD comorbid with depression and have been out of work since March.

Exercise is the number #1 best thing you can do for yourself, and it's a great solo activity to get outside. I bought a bike a bit on a whim during my unemployment and it's opened an entirely new perspective of the city for me. Biking around Central Park, Riverside, and downtown is both therapeutic and exciting.

A bike may not be your thing, and that's alright. Any form of movement, including walking, is beneficial and will grow your brain &amp; mind for the better. It's more fun and rewarding when it's something that you enjoy.

Being out of work in the city can be risky &amp; damaging to your mental if you're not disciplined. I know for certain I'm in a better state of mind when I have a inherent purpose through my job and its attached culture &amp; social environment.

Best of luck to you, and try to be kind to yourself, because you do deserve it."
19,"And $2 beers/$4 cocktails and the fastest, cheapest way to get there and back on a 25 minute layover from JFK."
20,"Former boss said ""in NYC restaurants are an extension of people's living rooms"", he's not wrong."
21,"Become your own best friend.  I moved here over 20 years ago (right out of uni) and didn't know a single person - only had a job and corporate housing.  Took awhile for me to find my footing but every weekend I forced myself to do something outside of my comfort zone:  Go to a movie/restaurant/museum/bar alone, etc.  Over time I made friends through work and started to create a social circle.  Few years later met the love of my life.  It does get easier but the first few years are all about the struggle. You've got this!"
22,Sling it.  Women do it in Africa with no issues over heating right?
23,"Midnight Cop. It takes a toll mentally and physically work at that time. Your diet is garbage because nothings open, your sleep schedule is completely non existent, exercise schedule is whenever you get a second wind. the people you respond to are drunk, emotionally disturbed, or dont take no for an answer. 
It's the equivalent of banging your head against a wall for 22.5 years.  People monday morning quarterback you. 

 People not on scene, with no trainning or experience, and with 20/20 hindsight telling you ""well if you did this everything would have turned out better."
24,General surgery resident. Hopefully you won’t need my services
25,"I was a teenager here in the '90s. I can't speak to what the kids of today are doing, but to answer some of your questions:

1) There's no age limit to take public transportation, and most kids start traveling alone relatively young. I was taking the train to school by myself at about 12. 


2) School sizes in NYC vary wildly. Brooklyn Tech has 1,400 students per grade. My school had 39."
26,Prospect Park
27,"As a native New Yorker this post deserves more than an upvote.  Totally on point.  Especially the directions part, really made me laugh.  The second someone starts talking to me I make a split second decision as to whether they genuinely need help or this is just a long lead up to asking me for $3.47 to take the bus back to Fucksville.  

Also, walk fast and don’t stand on the staircase leading down to the subway."
28,I’m a sanitation worker in Brooklyn and I work 12am to 8am fairly often. I like it because there’s a lot less traffic so it makes the job easier. I don’t like it because it really messes up any chance of getting enough sleep.
29,There is an off the books Olive Garden in Greenpoint located in an abandoned water tower right near Transmitter Park.
30,"&gt; Just go sit in the park 

I agree with this. 

Not everyone may like the summer, but it's generally would be easier to sit outside for extended periods now than when it's 32 degrees outside."
31,This comment chain is *way* funnier than it probably should be.
32,The BBQ here sucks.
33,Have you tried the Times Square Applebee’s?
34,"I mean thats A LOT of places. But if it were me...

I would say Via Carotta or Extra Virgin. Even something in Battery Park City like PJ Clarkes or the restaurant at Le District and sit in the harbor."
35,"Oh a California transplant bitching about Mexican and Vietnamese, this is utterly shocking. Personally I think our largest ethnic cuisine failing is Ethiopian, we’ve got a couple spots, but they need to step their game up."
36,"Definitely cheap TexMex.  Fancy overpriced tacos abound and there's good authentic food from different Latin American countries, but whenever I go to California or Texas I have to hit up your basic Chili's/Chevys/Del Taco/Ixtapa kind of place for proper TexMex."
