,text
0,Sbarros pizza in Times Square is the closest to the best pizza I found in a mall in Wichita
1,"Three times day and for your father and me, and on weekends I always make extra for you.  You never visit your mother!
"
2,Because they are parasitic scum of the earth.
3,"I’m from Mexico and really like “ taco no. 1” they have 2 locations . Chelsea market and Times Square . In addition to that , they have a Mexican seafood restaurant that is super authentic . It’s called “ los mariscos “ also in Chelsea market . I highly recommend all of those "
4,i’m still broke. 
5,"$100/night just isn't do-able in the city for a hotel room for 4 adults. At $150ish you are at the very low end of the range. So you might be in a less-nice unit, but you aren't going to be able to be too picky.

I would figure out what you want to do first, and then find a central location for your hotel. Then just shop based on price.  You don't have to have a detailed itinerary, but just a general idea of where you want to spend each day like ""dinner in little italy"" or ""walking through central park""

The weather in March should be good for walking around the city with light coat on. "
6,"Look at Long Island City for hotels--sounds far, but it's just a few stops from Midtown. "
7,"&gt; Do they really not value a potential tenants time? 

LOL"
8,"Veselka (Ukrainian) is pretty damn close to Polish cuisine. Christine's in Greenpoint IS Polish cuisine, but that's in Greenpoint so it's cheating."
9,For Albania &amp; the Balkans (Southeastern Europe)    “Cka Ka Qellu” in the Bronx is highly recommended.
10,"You should know that New Yorkers are not rude. We just have someplace to go and you're generally in our way.

&amp;#x200B;

If you want directions to somewhere, just ask. Most NYers will tell you.  We're not going out of our way to ask if you're lost."
11,Dunkin wants $1.50 for a donut now 
12,Cook everyday. 28. In the neighborhood with noisy neighbors.
13,"The times we live in have normalized ghosting. Happens across the board.

Best thing you can do is contact a local real estate certification board and let them know about the agent in question. They can have their credentials pulled."
14,"Brazilian here. All of the big churrascarias / all you can eat BBQ places are decently authentic. I am biased towards Fogo de Chao because they are an actual brazilian chain.

For a more normal experience that you would get in an upscale brazilian restaurant, Emporium Brasil is my absolutr favorite. They have all you can eat buffets on saturday as well. If you want more of a bar experience there is also Beco in Williamsburg which is a hidden gem."
15,NYU is a real estate investment firm that runs a school as a side business. Don't be fooled by the hype. 
16,"I would think someone wearing that shirt is a try hard edgelord, but I don’t disagree with the messaging."
17,Had one of the more surreal apt viewings of my life last year when I showed up to my confirmed 8:30am appointment only for the agent to not show up. I called her &amp; she told me to just ring all of the buzzers &amp; wait for someone to let me in bc the apt itself was unlocked. 
18,Hahah did you make your account just to reply to this? I hope to see you keep on going 
19,"If you do, tip to reflect the extra work. 25%+

Although this sub has devolved into fights about whether or not you even have to tip delivery people. "
20,"26 in Gowanus, I cook most food for myself. Breakfast/lunch/dinner on the weekends, and I do a large dinner on Sunday for the next few weekdays.

To those who don't cook, how the fuck can you afford to seamless/eat out so much"
21,Sybil's in Queens has the best Guyanese food and pastries. 
22,If you or your mother are patients contact the New York State Department of Health.
23,You sure? Looks like you post in alt right subs a lot and you really like the Timberwolves. Why would you move from Minnesota to NYC if you will be making minimum wage?
24,You'll forgive me if I don't take cuisine advice from someone called u/DiarrheaPenis...
25,"I wasn't minimum wage but our entire unit of six was laid off and operations were moved to Jersey. 

The three people in our unit who were making over minimum wage were laid off along with three people from another unit, who were replaced with our minimum wage people. "
