,text
0,All the lesbians I know go downtown.
1,Trashcans on every corner.
2,Vacancy tax
3,"For this extent of a problem, I'd take all my paid bills &amp; proof of payment (cancelled checks or bank account statements) to the local DEP office. Don't rely on a phone call and vague promise of a ""6 month review process."" Go there with your records and get their immediate attention. There is a DEP office in every borough.

This is  nuts.

Also, make copies of everything, so you can leave a set with them."
4,"I recommend In-patient. I was on two 2mg bars plus 12-16 norcos a day when i could afford my full blown addiction. I quit cold turkey and ended up having psychosis that had me hallucinating and convulsing for a few days in a hotel room. I ended up in the emergency room then in the psych ward for 3 days after that. I ended up getting released to my mother and spent a few months recuperating. She assumed I was still an addict and kicked me out so I lived between my car and occasional overnights at my friend's house. 

It took a few months to get a job and eventually  everything worked out. It took me almost 6 years to pay off the massive loans (6 figures) that I racked up living off loans and credit during this time. I was previously making 6 figures. I had one rebound with alcohol where I would drink until blackout drunk, and this lasted 6 months until i realized i was continuing the pattern of self medication. I haven't used anything in about 5 years now, and have no desire to use. The biggest regret started about 1 year after being sober when i realized that most of my life had been a haze of self medication from one drug to another and that was lost time that I could never get back. Good luck and do whatever is required to give her head time to heal. It is possible and just takes time for the brain to re-wire itself."
5,Yes. Plenty of older people and folks with disabilities order food; they are an important reason delivering to the apartment door is the standard.
6,I feel so lame reading these responses! I meet up with friends maybe twice a month on average? I’m 30. It used to be much more frequent when I was 22 until late twenties.
7,Times Square.
8,"I go down. Not because I don’t think it’s their job to deliver to my door but because it feels shitty to stand there waiting, in my pajamas, doing absolutely nothing, while they haul their way up four flights in a dark unfamiliar hallway while their bike is outside and they’re holding other people’s food too. These workers make hardly any money. It’s a small courtesy to meet them halfway. 

If I had a disability or were sick I’d probably mention that I need delivery to the door when I place the order."
9,"As tourist you'll probably only have 3 places to tip.  Tip when you are at a traditional sit down restaurant with a waiter and table service (15%-20%). Tip your bartender $1/drink. And tip your cab driver, if you take any cabs (but don't tip uber!).

Frankly tipping your bartender is most important because foreigners get drunk and forget.
You shouldn't have any other issues."
10,"I'm not sure of where you should send your daughter, but I wanted to say I'm sorry you're going through this and I'm glad you are willing to help your daughter. 

I work with a lot of kids with addiction issues and it can be a long road. Just be loving and supportive, she might relapse and fuck up, but she can get back on the wagon and keep fighting when she does. 

Talking to a doctor might give you some clarity I the best setting for her. It really depends on her level of addiction and her habits and whatnot.

All the best,

OBN"
11,"Your council man’s, Bob Holden, Facebook page is asking those affected to contact his office. Not sure what assistance is available but worth asking."
12,"I live on the fourth floor of a walk up. 99% of the time they come up. The 1% of the time they call me to come down I do, because I’m assuming they either (1) can’t find parking or (2) don’t have a lock for their bike or don’t feel comfortable locking their bike in front of my building (weed dealers congregate outside my building). So to answer your question, I would say yes it is expected, but be flexible if they call for you to come down."
13,"You should also check out the restaurant temp agencies. It's one shift at a time and you decide if you want to do it or not.

You can just do a shift of washing dishes or line cooking and get paid immediately I think.

Just an option."
14,Exile de Blasio to Massachusetts.
15,"The list of where **NOT** to tip is practically infinite.

It's easier to figure out where to tip.  This is a good guide https://www.immihelp.com/tipping-tips-in-america/"
16,LI north shore beaches are all stony (you can even take a trip to Stony Brook!)
17,Hi! Go to the American Academy of Dermatology website and research their free cancer screenings. Their volunteer doctors give them throughout the year.
18,"A 30-day Metrocard is $127. Rather than charging $127 upfront, a customer can keep tapping at $2.75 a ride, but once they exceed $127 within a 30-day period, they would no longer be charged, same as if they had purchased a 30-day pass. Though this might be more complicated with the 18 minute lockout rule on the unlimited cards."
