,text
0,I love not needing a car. I love going to a new restaurant every time I want to treat myself. I love how the people leave me alone at all the right times. I love the parks and the dogs and the children. I love the professional opportunities and the culture of art. I love the constant noise and motion. I love the diversity. 
1,"If I can't eat it while walking, it isn't fucking pizza."
2,It's not pizza; it's a casserole. It's not a meme; it's the truth. 
3,The Occulus looks pretty damn futuristic to me.
4,"As was mentioned in the article, it's a bit pathetic for visitors from other states, but I can understand foreigners eating at American chain restaurants they've heard about all their lives from movies or TV but have never had the opportunity to try - just like I wanted to try Nando's while in the UK. "
5,"I know we joke. 

But it just amazes me that people will pay a premium to eat at a chain here when they come visit. Like why goto a italian chain in the home of some of the best Italian food in the US

"
6,said no one ever
7,My stuff is here.
8,Since when has regional shittalking that's been going on for generations been coined a meme? 
9,"You can't tell me what to do, buddy. I pay my metrocard fare, I shit where I want"
10,"He's on the platform all the time, almost every day. I shouldn't have to put up with people with shit streaming down their legs, and it pisses me off that people think that should just be a standard part of life here."
