,text
0,He looks like he has a really expensive grill that he only used once
1,The only thing less authentic than your Mexican lunch was the look in your father's eyes when he told you he loved you.
2,If your name is Pizza Hut it's because you were delivered from a greasy cheap brown box.  
3,The sad thing is that about 80% of what is wrong with you is your own choice.
4,Assembling a sex doll doesn’t count as being a body builder
5,"I’m going to take a stab here and say you got knocked up at 21 and work as a waitress or some
other thankless job while your baby daddy spends more money on his car than your family."
6,From his facial expression it looks like his Father's Day hasn't been going that well and he's too disappointed in fatherhood generally to admit that. 
7,Most of the thread roasting OP and not his dad lmao that backfired
8,"It doesn't count as ""dumped"" if she made it out of your basement pal."
9,Your face is so alarming there's a snooze button 
10,You’ve masturbated to the blood elf dance at least once
11,Not sure if he needs to be roasted. Looks like your family has already destroyed his will to live.
12,I wonder whose popsicle you had to suck to get a photo in front of their car.
13,You look like Pablo Escobar and Paul Blart had a bastard baby
14,Was this before or after he sent back the plain cheese nachos for being too spicy?
15,Knocked up at 20 but good guess ;]
16,Your gamer tag must be Luke Keymia
17,"“I’m a giant weeaboo”
“Never kissed a girl”

Redundant, don’t you think?
"
18,"Cancer patients look at you and think, 'thank god I don't have whatever he has.'"
19,You look like you're jerking him off just out of frame.
20,futures as bright as your shoes
21,Let me guess you both own gaming youtube accounts and you upload daily.
22,You look like you've woken up half-naked behind a Denny's more times than you care to admit.
23,Angelica pickles trying to hard to be edgy.
24,That sounds like one of those burns that you can only conjure up because you've done the same thing.
25,Thank your for your service washing our military’s dishes overseas.  
26,"Why do you have a webcam, no one wants to see you."
27,"After seeing you guys, maybe an iron curtain isn't so bad after all. "
28,I bet he’s never depressed since he’s always looking up.
29,At least the children's sized yeezys are cheaper. 
30,"This is the most psychologically subtle roast I've ever seen. What OP is learning is that he is socially inept to such an astounding, unbelievable degree that even though he's well within the physical parameters required to achieve success with women, he is nevertheless unable to circumvent his own personality in his pursuit of a meaningful connection with a member of the opposite sex.

*Nothing* could be worse than knowing that your personality is so unappealing that *even being attractive enough to not really need a personality* can't make up for it."
31,Body says thirteen. Eyes say pedophile.
32,Knocked up and knocked around are two things. 
33,He looks like he'd let everyone call him Jerry instead of Garry 
34,Life generally is bad when you've got lawn chairs in your room as furniture. 
35,How many dicks have been skinned by that snaggletooth? 
36,This has migrated from Roast Me to Self Help
37,Papa Juans* 
38,Beavis and Butthead with a few extra chromosomes thrown into the mix 
39,Liam Neeson says you can keep both of them. 
40,His vote still only counts as 3/5ths a person
41,Happy Father’s Day to your dad.  Too bad he didn’t pull out.
42,Roasted 2 generations jesus 
43,Literally the only guy who has a Tesla and will never get laid 
44,I didn't know you could have a stroke on both sides of your face.
45,"I was gonna roast you, but this opioid epidemic is out of control and I don’t want you to relapse."
46,I don’t think your dad gives a shit what we have to say.
47,"It's his shithead son who will be constantly picking up his phone and reading the selected comments where the dad is the one being roasted out loud and neglecting to read the ones calling the son out for constantly being on his phone, and realises his dad has a point that he should put his phone down when with family, then dying a little inside as he realises he probably should be spending quality time with his dad, but chooses to carry on browsing Reddit anyway, further cementing the disappointment his father feels when his point is proven."
48,Make it burn a little? You mean like the clap you gave your high school football team? 
49,You raised a shithead millennial that can’t stay off his phone for one goddamn day. 
50,You look like Voldemort's disappointing dipshit son.
51,High School Improv is the gateway to homelessness. 
52,Y’all remember the food critic from ratatouille?
53,It's probably because most girls don't want a mouth full of pubes just by getting to first base 
54,"She's clearly into improv in a big way, everything about her looks improvised. The hair, clothes, makeup. it all just screams ""I don't know what I'm doing""."
55,So basically you get all the downsides of cancer but don’t get put out of your misery after a free trip to Disney
56,"This isn't funny. He thinks that sign says, ""I'm an American citizen."""
57,If Kim jong un had a sister 
58,If we want to make a Spaniard cry we'll require a brutal 5 hour work day.
59,"Haha that’s great! Already making me laugh, thanks"
60,Pretty sure he gets plugged in more than the car does..
61,"fr, just shave the beard and you look good man. get after it"
62,MOOOOLLLLLLLLLEEEEEEEEEE MOLE MOLE MOLEEE MOLLLLLLEEEE
63,Favorite drug: poverty
64,The fuck kind of roast is this?
65,Just like the expectations OPs dad had for fatherhood 
66,I can hear your lisp through the picture 
67,With a face like that she'd better be hilarious
68,"You're what looks to be a 45 year old man stealing insults from fantasy novels.  You burn yourself, Horneater."
69,This is what the beginning of a cum swap looks like
70,It's not delivery. It's deported
71,Your name in my girlfriends phone is **Dad's gardener**!
72,[removed]
