,text
0,Too bad the child has to wait to walk out on you too
1,You only posted this to let more people know you're a vegan.
2,Ironic that someone who pretends to be so edgy on the internet is completely spherical.
3,🥚 
4,Looks like mom and dad lost a drinking game too.
5,"""Drinking""

&amp;#x200B;

""Shotgunning capri-suns"""
6,why does 1 lesbian in a couple always look like a dude
7,"The dreads say I sell.
The hoodie says incel. "
8,This looks like an audition photo for incezt.com
9,"A 23 year old single, vegan, probably art student mother. Ma’am, you may have roasted society."
10,"I see you have made 3 poor life decisions, what's next learning to vape?"
11,The hooker got ripped off. 
12,"Between the two of them they almost have a full set of teeth. 

Edit - wow my highest comment ever! I’d like to thank the guys in this picture for not following a dentists suggestions. "
13,I’d call you four-eyes but it looks like you’ve got a fifth above your eyebrow anyway.
14,13 year olds shouldn't be playing drinking games.
15,Looks like Hitler's youth were gay after all.
16,Your 2nd chin has its own beard
17,Is that your brain on the desk? It would explain the emptiness in your eyes. 
18,"""Son, one day everything at this fry cook station will be all yours"""
19,“I quit trying to have sex because it was too difficult.” Him in 24 hours
20,You look like a Rastafaian Screech from Saved by the Bell
21,You just orphaned that kid 
22,She looks like every lesbian gym teacher in America
23,Having Fetal Alcohol Syndrome is not really “losing a drinking game”
24,"I can see why you're single, but how did you become a parent? Anything falling out of that would wrap its umbilical cord around its neck"
25,Those bars on the windows are to keep you from breeding with the general public
26,Lil Pump as a weeb.
27,"You know what is interesting about a vape shop manager with a mangy looking beard.......  yeah, neither do I "
28,I unclogged something very similar looking from my shower drain the other day
29,You literally have the opposite of what a beard should be
30,Meanwhile your hair is living at a ski resort in an 80s movie.
31,She looks like a straight person's idea of what a lesbian looks like. 
32,"&gt;official /r/dankmeme mod

Seriously, include that info in your post title and what's the point of roasting you any further? Now I just feel bad."
33,"his birth is the only time he’s getting laid. 


edit: wow. did not think my top comment would be cooking someone."
34,Oh my fucking god.
35,You forgot to add looking for a sugar daddy.
36,You look like what logic thinks he looks like
37,"The fastest $50 she ever made, I'm sure."
38,"So, how much did it cost to pre-order the Bible? "
39,What kind of neckbeard can't grow a neckbeard?  
40,Only thing weaker than your meme standards is your chin
41,"Not just virginity, looks like you've lost everything."
42,I actually do already 😂
43,"His social security number is 8.

&amp;#x200B;"
44,Truthfully I feel bad.  Dad busts his ass 30 years to provide for his family and his son still turns out a loser. 
45,"Ladies and gentlemen, the power of weaponised autism"
46,That’s not nice to call your mother a prostitute 
47,Putting rub off tattoos on what we can assume is your unvaccinated child isn't technically considered graphic design. 
48,More like their parents lost a drinking game.  As in drinking while pregnant.  
49,"Your uncle hurt you when he said he wanted to just, “Be friends”"
50,You look like you make girls cover their drinks as you walk past.
51,why don't you just use your personality instead
52,Your the type of guy to say that hoodie is a joke. Deep down we all know you want some underaged anime girls.
53,Less scissoring in the bedroom &amp; more on that shit head of hair.
54,Ouch
55,"Dear god, I got my virginity back just looking at this."
56,You both look old enough to still be on breast milk.
57,"People said you can't get high from vaping, but your forehead says otherwise"
58,Your decision making skills would make a perfect tinder date
59,She’ll be lucky to land a Splenda daddy 
60,r/lastimages
61,"Siblings, lovers, or both? I’ll go choice three. "
62,You could have written ''him'' and I would believe you.
63,[deleted]
64,Lesbion 
65,Your the blackest dorky white kid Ive ever seen
66,Their self esteem. 
67,"""where my hug at* looking ass"
68,"You didn't have to show off the ring finger, we knew there was nothing there."
69,[deleted]
70,[deleted]
71,How you gonna miss the chance to say “toothfully”
72,Slept with a black guy huh?
73,"Selling weed while working at Subway does not make you a vape shop manager, just FYI"
74,"I'm sure she'll come downstairs and take the ""after"" picture in 20 years too."
75,Went for the teaching. Stayed for the children. 
76,You work at DQ.
77,"My god this is the cringiest thing I have ever seen. I'm all for letting people enjoy things, but come on dude. For the sake of your virginity, please make some changes in your life. "
78,"No need. Time has done that for the guy on left, meth for the right. "
79,my current blood alcohol level is higher than both your highest GPA’s put together.
80,"Your inability to play fortnite says you're not a virgin, but your weak chin says otherwise "
81,Did the hooker let you suck his dick?
82,If Fortnite was too hard it won't be long until you quit life too.
83,I’m not sure your co-worker fully understands how gender works either. 
84,The homeless shelter was kind taking you in.
85,"I feel sorry for your gender neutral, future class shooter child."
86,Potatoes don't fall far from the tree
87,"4 A levels doesn't make you as special as you want it to be, proclaiming it just makes you look like a bigger twat than that outfit does."
88,"By fucking you, that prostitute gained her virginity back."
89,The gap is the result of his bicycle helmet strap being too tight.
90,You look like a date vapist.
91,We have a winner! Godamn i laughed so hard
92,Even your neckbeard doesn't want to commit to you
93,"""Except for my full set of teeth, your mother took my molars in the divorce."""
94,I bet you did a lot of procrastinating in your senior year of high school.
95,Best one yet. Does someone have an ice pack? 
96,Well at least the wait is over.
97,When your life plateaus at 22...
98,I can't tell if you are an 18 year old gay kid or 40 year ol lesbian r/swordorsheath 
99,[deleted]
100,Damn. I just snorted in my drink. Good one
101,"No need to wear a shirt that says ""cougars"". Obviously you're into younger men."
102,That took $50...and two minutes
103,Nailed it. We work in a gym. She's already begging me to take it down so keep them coming! 
104,"That ain’t a beanie, it’s an incubator."
105,1/3 of the UW band rolled their bus to avoid seeing you at the game tomorrow.
106,So who is the bottom on this relationship?
107,How do ya think she got the baby? 
108,Thanks for proving my point. 
109,"Well if not in Fortnite, at least you will surely come first in every sexual encounter you will ever have. All 4 of them. "
110,"Double chin beard.

It's like a neckbeard but even more repulsive to women. "
111,Snoop dog and Bob Marley transgender Son
112,okay this is good 
113,That sort of coke isnt a drink
114,"Imagine having so little to say about yourself that your age, marital and parental status, job, and preference for food is all you can come up with... You basically did our job for us."
115,The good news is you’re going to have a lot of sex in your lifetime.  The bad news is none of it will be consensual. 
116,I didn't know anyone bothered to put bars on the windows of their double-wide trailer.
117,"&gt; do your worst

A challenge your dentist takes very seriously.

For real tho, I was planning on visiting Vietnam soon and now I'm convinced it would be easier to catch a disease from a foreigner than a local"
118,You wanna cry? Just wait til you hit the job market. 
119,You can land a 737 in that part in your hair 
120,[deleted]
121,Why don't you come and sit on my lap and test it
122,Nah the emptiness is the depression 
123,*chins.
124,Your two cats that you found at the back of the Starbucks you frequent don't count as children...
125,"Probably bicycles everywhere, too."
126,Someone tell Red Foreman that Eric is on the internet....
127,You seem like a cunt 
128,I love how you still have primary color plastic bins for your toys. It's adorable. How many weeks of allowance did your sword cost? I also love how perfectly straight your posters are. I bet you alphabetize your tentacle porn.
129,dont worry guys he wont be alive tomorrow.
130,"He won’t get that far, he’s probably unvaccinated "
131,Brad Pity.
132,Being a vape shop manager is like being the smartest kid with Down syndrome. 
133,I am just gonna assume that your dad is not gonna be there to celebrate it with you.
134,Glad some of the McPoyle family believes in education. 
135,You look like you are studying film and will eventually come out as transgender then get a job at Buzzfeed
136,You look like Ajit Pai's retarded brother
137,The second time mom won
138,when this guy starts breathing through his mouth all you hear is a tea kettle
139,"Looks like you have that Texas sized heroin addiction as well, grandma. "
140,"If Wikipedia had a picture under the “hipster gender fluid virgin with a “Coexist” bumper sticker on her Prius” definition.

Also likely to be on a sex offenders list at 24 when she is caught in a threesome with the pitcher and catcher of the girls HS Softball team she coaches because she “wants to give back”

*edit from “car” to “Prius” because someone in the thread nailed that shit!"
141,"XXXTentacleporn. 

Your dad must be so proud of his son wearing a hentai hoodie. Oh wait, nevermind... "
142,More like 17yo Russian mail-order bride from the 90s.
143,Senior year of high school? No way he had one of those. 
144,Apple juice box drinking game.
145,M O S E S  R A I S E S  S T A F F
146,Because she's a vegan and wouldn't swallow his meat?
147,[deleted]
148,Good to see you're already practicing being homeless
149,I won’t roast you. STDs will.
150,It’s sad to think you may be the last thing some people see. 
151,Did you use hormone blockers as a child?
152,What was his name?
153,You look like the guy who brings a spanish guitar to a party even if no one asked you to.
154,Poor guy hasn’t only inherited his dads looks and brains but also his shitty job 
155,Or she bought it so she’d have something that couldn’t leave her
156,If you want to give more than vegetables to your son you better start looking for a real job cause being a part time failed Designer and a full time whore isn't enough
157,AP Statistics huh? What do you figure your odds of ever getting laid are?
158,"You have a rich, full life as a lesbian ahead of you."
159,How much does your sister charge?
160,Your hair looks like it'll latch on to anything that gets too close and try to suck it in. 
161,"Peep the mannequin in the background, I think you’re right. Either art or fashion "
162,The character on your screen is nowhere near as blue as your balls
163,"The desire to always look at websites suck ass.

I mean.  I'm not gonna.  But I just want to know if its real."
164,Oh great another weaboo who thinks he lost his virginity to a 2D loli 
165,John Hammond fell on hard times after Jurassic Park shut down.
166,You look like you try to torture squirrels for fun but the squirrels beat you up.
167,You don't have to worry you're not in my will
168,You look like a worse version of Jean Ralphio from Parks and Rec.
169,Those bars have been handed down in their family for generations.
170,This guy is so old he probably saw the first pope.
171,"""just give me that Lego guy hair cut""
""I got you fam"""
172,You look like a half black incel Shaggy from Scooby Doo . 
173,"i am dead. this is one of the best ones on here! 
Good shit."
174,Alright alright...she’s stupid and no one even likes her! Boom roasted. 
175,#Simon and Garfunkel DID have a love child. 
176,😂😂😂
177,you legitimately look like you should be wearing a fedora just about now
178,Does your other personality control the other eye?
179,\*unfuckable
180,F
181,Looks like shit smeared on the wall. And that painting is ugly too. 
182,İ legit laughed at this one. Good shit
183,You have a promising future on the casting couch
184,After this shot he went to the closet to get his neon pink snowsuit and matching goggles
185,But they look so pretty in the hand knitted jumpers I made for christmas
186,*He
187,She probably chewed it off because she’s malnourished
188,I don’t think mentally handicapped children should be drinking 
189,You look like the first woman to lose money selling her used panties online.
190,Dude is so old his sperm has turned to frogs.
191,"Me too, and I’m sober..."
192," Well his dad taught him the only 3 things he could do well. How to flip burgers, fuck his sister, and eat gravel."
193,ok this... is epic.
194,Finally someone who knows what aesthetic im going for
195,Your picture makes me want to wear 2 eye patches
196,Day drinking at the group home.  WCGW?
197,"""Dude they have huge hands and their hair looks like a horse took a dump on their head.  Oh and a face made out of Play-Doh."""
198,Glad to see you opted to volunteer yourself out of the gene pool
199,I too pretended to be 16 when I was 9.
200,Double chin and not even fat. Nice achievement in life.
201,"Non-binary? No, I'm pretty sure you're either a 0 or a 1 on the ten scale. "
202,his 16 year old girlfriend says otherwise!
203,"...the most interesting things about you are your heritage and the place you now live?

Not surprised."
204,Rastafoureyes
205,Honestly I don’t know if that’s a roast bc that could genuinely be a lesbian
206,I am sure you can hold that sign better than your pee
207,What do you mean? It clearly has a degree in gender studies.
208,So. What time is the shooting?
209,Even his neckbeard is gay cause it doesn't want to come out.
210,Do the world a favor and double tighten that choker.
211,Where'd ur upper lip go? 
212,don’t worry guys I don’t think he knows how to check the comments 
213,So which poster is your girlfriend this week?
214,Oh congrats I see your transition is going beautifully 
215,Your head looks like a pinched off turd
216,"I bet every bio for your social media account says ""I'm not like other girls""."
217,"If one of the courses you're studying is ""growing a beard anywhere but your actual face"" you're going to be fine."
218,This subreddit has been pretty weak lately and this just actually killed me
219,"You look like every guys awkward first blowjob, where all it takes is one “I love you”"
220,"Maybe he's born with it, maybe it's methamphetamine"
221,Hey its the crime fighting duo Limp Dick and No Teeth!  Fighting type II diabetes.
222,bUt AcTuAlLy ThEy'Re 920 YeArS oLd!!!!!!!
223,Are you excited for your appearance on Mythbusters where you help them debunk the myth that single moms are hot strippers?
224,"At first I was like ""can we roast the idiot with the shitty hair behind you?"". Then i realized it was a mirror."
225,Moses did a good job with your hair
226,Eggcelent roast! 
227,And then kid is better off now.
228,Personal favourite so far 
229,just waiting for your mom to roast you physically
230,#NotMyRodrick
231,Do you tell fortunes in a trailer park?
232,Now this is podracing
233,The breast milk they were sipping had enough alcohol in it already...
234,You goddamn right
235,"*snaps fingers*, pay attention retard, we are trying to roast you."
236,UW band member here: can confirm
237,Looking forward to seeing you on to catch a predator in the next few months 
238,It took me way longer to give up
239,i thought his hoodie said rapist. suits him well.
240,He looks like Nick Carter and Macaulay Culkin had a drug fuel orgy and she looks like the fetus Aubrey Plaza left in the toilet in highschool.
241,"I saw the pic then read the title and literally said ""holy shit her?"""
242,Roll Tide!
243,"“She turns 18 next December, bro!”"
244,"Funny, the distance between England and Vietnam is almost equal to the distance between your front teeth."
245,"You have pubes on your face there, bud."
246,You look like you have no personality or original thoughts so you hide behind your “artsiness” and make shitty abstract art that your professors only give a decent grade to out of fear that you’ll go home and cut yourself if you hear the slightest bit of criticism. 
247,Aunt\*
248,Art school AND philosophy??? Do you plan on ever getting a job?
249,Which he wears to sleep at night
250,... as the person cleaning it after the attractive girl leaves
251,You responding to every roast comment definitely explains a lot
252,You're brutal. If they play their cards right there won't be a next generation
253,Glueing your pubes to your chin won't make you more manly.
254,You look like a background character from a racially diverse fast food commerical.
255,Ashit Guy
256,Fukboi Malfoy 
257,Can’t lose self-respect if you never had any to begin.
258,Yes.
259,OP tore the hooker's foreskin off?
260,You're either very brave or into some really strange shit.
261,Yeah we're going to need an ambulance
262,You look like a god damn Snapchat filter
263,Not done. More patches than a pirate.
264,"""graphic designer""

~*Inspired by the Pam Beesly collection*"
265,It's even fucking sadder that they're 20. They look like middle school kids. 
266,Ken doll transitioning to Barbie.
267,"No Attention, No Cry"
268,Lesbenon
269,"a sweet n low surrogate, at best"
270,It makes it so much better that the first time this was posted the mods took it down because they were suspected of being underage - they're 20 
271,"Guys be nice, we don’t want to be responsible for this mans heart attack "
272,Congrats on your sobriety
273,Drinking what? Warm milk?
274,Tran Coulter
275,Your mom must be so proud 
276,You look like every white family’s son who didn’t go to college.
277,This isn’t the first photo with you and 4 black cocks.
278,"Rage quit from fortnite for being so bad at it, now he desires to rage quit from his depressing life."
279,Who knew Dairy Queen had legacy hiring practices? 
280,DQ Dynasty.
281,She?
282,Fucking hell....I’m getting tired of the “Chick or Dude” game
283,You look like the offspring of a hipster and a peanut M&amp;M.
284,Ginny Weasley after the casting couch.
285,The Walmart version of 6ix9ine
286,She hasn’t replied to this one
287,You look like a Troll Doll on meth.
288,F
289,It looks like your hair is running away from your face.
290,It's not even /r/dankmemes
291,Probably two 
292,"I'm deceased, lmaoo"
293,Been a long time since i heard that one! Good shit!
294,If Adam Sandler and Nick Jonas had a baby you’d be their retarded spawn.
295,He will be too within the next year. 
296,Straight to the point. No messing. 
297,Which one?
298,I assumed he killed himself instead of having to watch his child grow up to be a vegan. 
299,Y- you mean your dad?
