,text
0,Dont talk to people like her. She has no brains. Just a parrot mouth repeating soundbites
1,Yes. I love the smell of your husband's underwear. 
2,Opposite tbh 
3,Bang one and see how you feel after. 
4,Installing Windows Vista.
5,fuck them you're better off going somewhere with your boyfriend
6,"Oh, yes.  I like the belly glimpses better, though, and never fail to check out shorts that might reveal something."
7,"Dude thought he was a wizard. Like legit thought he had magic powers.

I'm not talking about neopagans or wiccans or witches, it wasn't that. I'm talking like, this dude claimed he could levitate, light candles with his mind, etc. Shit like that. Of course he could never do any of it in front of me for some bullshit reason.

But the sex. Oh my god *the sex.*"
8,"There are gay people who once fooled around with girls as well. By that logic, it's pretty easy to deduce that you can fool around with boys in the past and still identify as straight.

Totally normal."
9,"I had a huge crush on a guy who was an aspiring writer, and he asked me if I could read and critique his novel. I said yes because I imagined it would be some beautiful, bonding moment. It turned out his novel was a surrealist, metaphorical, existentialist work of over 800 pages. There was an entire chapter where the protagonist examines the similarities between a white desert pebble and his relationship with his mother. Infatuation made me read that book cover to cover and now I am never going to get that time back."
10,Unprotected sex with a stranger.
11,"Cell phone stays in your pocket, don't fidget or cross your arms, ask questions about him and don't just talk about yourself, keep the conversation light and fun, smile a lot, relax and just have a good time."
12,"You are attracted to who you are attracted to. It doesn't matter whether other people are typically attracted to that ""type."""
13,"I don't really mind fat guys but it's very annoying when they complain about nobody wanting them because they're fat. I have this one fat friend who spends all this time and energy being angry and complaining about how shallow the community is because nobody wants him, but the mere suggestion that he could perhaps diet or work out sends him into a rage and he rants about how people should just stop being shallow and should love him for who he is.

And of course he doesn't date fat guys. But he's not shallow, no sir. Only guys who don't want him are shallow.

Like it's your body, do what you want with it, but don't act like your lack of a sex life is anyone's fault but your own."
14,"It's not funny at all, he's being a cunt.

At some point he *will* out you (and when you have to deal with the fallout he'll be going ""But it's funny!)"
15,That comment was very unprofessional lmao
16,yea ok i didnt come out for nothing
17,crystal meth
18,Gay? Perhaps. Narcissistic? Almost certainly :P
19,Getting gangbanged and destroyed by the school rugby team in the changing room.
20,Is a bottom
21,"When I was 14 I looked at my grandma's ring and said it looked good. She turned to me and said ""when you will get married a guy would buy a ring nice as mine"" then she smiled."
22,"Oh woops, I dropped my monster condom that I use for my magnum dong!"
23,"Both. Especially if youre wearing basketball shorts, jogging pants or sagging."
24,There's a shitload of hypocritical straight guys out there lol.
25,[deleted]
26,"I like my women how I like my coffee.

I really tried but I just find coffee distasteful and it doesn't give me any energy boost."
27,"&gt;Racism is not an issue in the lesbian community as a lurker here recently found out, nor in the straight community, so it shouldn't be here.

I'd say racism is definitely an issue in the straight community. How many straight black guys are just seen as BBC's. How many straight asian men are completely desexualized to the point of not even being considered by women?

If anything the gay community mirrors the straight community. Racial stereotypes are learned. "
28,"No, PornMD. It's a medical site."
29,Personally I’d dump him and find someone who is more respectful. You’re wasting your life spending time with this guy who clearly only cares about himself.
30,"Anal is painful to be quite frank. I also thought sex was overated after my first try but with multiple encounters it started to feel good lol. 

I also didn't expect muscle guys to feel so hard... It helped relax my obsession with buff guys abit. "
31,You have too much free time.
32,"no. neither do my gay friends.

I'm not ashamed of it or anything, I just don't talk about that kind of stuff with someone unless I plan on fucking them."
33,"The Iwo Jima photo is staged, and it's been parodied many, many, many times before. People aren't freaking out because it's disrespectful, they're freaking out because they're ignorant, scared, and uncomfortable, and they need to grow the fuck up."
34,"I’ve kinda lost track of what all the letters after T meant, I thought that’s why it was now a +.. "
35,Straight boys fucking their girlfriends are fornicators whose sin is punishable by going to hell. Just remind them of this when they brag about pussy. 
36,Stop making out with him in public then. 
37,"Not all, but many seem to think they've been put in charge of dictating to all other gays the correct and incorrect way to be gay."
38,When the attractive ones don't sleep w me hate that! 
39,"That's a pretty normal thing actually.

I had a super big crush on this guy in college. He fell asleep in my bed drunk and I didn't wash those sheets for weeks because it felt like he was with me when I was in bed and I wanted to get closer to him.  He smelled sweet and musky and I thoroughly enjoyed it."
40,"for celebration, may i lick your anus please. "
41,"no harm in looking, it's like when a nice bear reaches for something and I get that glimpse of belly"
42,"&gt; Women don't share photos of nude men

Total bullshit.

&gt; women are more oppressed and stuff

Actually is true

&gt; so people deserve worst penaly if done to women

Back to more complete bullshit

&gt; sure it happens, but I'm saying it because of my internalized homophobia.

She's a fucking loon.

&gt; I'm gay

Gay people can (and many do) have internalized homophobia.

No though, nothing you said here resonates as homophobic.  You met a crazy-bird.  

EDIT: [To everyone who's adamant that women have it awesome here in the west](https://s-media-cache-ak0.pinimg.com/736x/ac/b0/04/acb004710dc0f9d619d5c823efe2a706.jpg)
"
43,"I think Odd Future were a bunch of open minded young black R&amp;B singers/rappers that didn't fall into the traditional gangster/urban scene and I'm not surprised he's the third one in the group that's gay. 

It's also nice to see black queer musicians come out as I'm a gay black guy that's really into music myself. "
