,text
0,I have no idea what to say but I wanted you to know that someone read this and cared. 
1,"Unpopular opinion maybe, but Kate deserves to know her husband whose child she is carrying had an extramarital affair with a 17y old boy. 

Just imagine your wife was cheating on you with some boy/girl down the street and the people who knew about it couldn't be arsed to tell you. 

Especially now that she's pregnant and making a true lifelong commitment to Michael (once a couple has children, not even a divorce will allow them to go their completely seperate ways). 

This whole situation is fucked up."
2,"Open relationships seem to be accepted in the gay community. I think its wrong and an excuse for those who cant keep it in their pants.

Edit: kisses to the sexy beast who guilded me. Mwahs!!!"
3,"I'd say no

 no way I'd get through that wedding without cringing to death "
4,You are such an amazing dad. 
5,"Could this be a fetish thing? Like a dom/sub thing he wants to try out, but that he's just communicating really poorly? The wedding stuff doesn't really fit, but otherwise it sounds similar."
6,"Yeah... wtf why do we do this?

"
7,"Go suck a dick? 

That's normally said negatively, but I mean it in a completely positive way."
8,"update: i found my boyfriend having a video call with his mom, basically telling her the detail of what happened. his mom was laughing loudly and when she saw me she said ""history repeats itself, i had it happened to me too."" i didn't know how to react, i was embarrassed and shocked of how racy she is. i'm glad everything's fine though."
9,[deleted]
10,It feels so regressive. I wouldn't even consider traditional roles if I was with a woman. 
11,I...I like the smell
12,It could had been worse and they could had been having a threesome relationship and your son was the real father.
13,Did you accidentally mistake /r/askgaybros for literotica.com?
14,"To be honest, I think you handled the situation the right way. Your son is young, so letting him learn this lesson and being there when he really needed it was the best move. Had you intervened sooner, he might have taken it as you not approving and rebelled against you, making you being there when the pieces fell seem more like you gloating than anything. By letting the events play out and then being there when he needed you the most, you let him make a mistake, and then helped show him how to learn from it.

As for your ""friend"" Michael, well, if it was me, I'd probably be having a nice long talk with him about what he had done, followed by a simple request that he not come around your son or family anymore unless he wanted his wife to learn of the illicit relationship he was having. If the man used your son, then he is not your friend. If he had been single, then it would have been fine, but he wasn't. He lead your son on, and showed little to no remorse for anything.

But that is just me.

TLDR: You did the right thing, but you need to distance your ""friend"" Michael from your family because of what he did."
15,"Nope.

I know people who all they talk about all the time is girls and sex and how waist-deep in pussy they are all the time. But so much as mention I got laid recently (not even in graphic detail) and he gets all weirded out and tells me to stop.

Like, bruh. It's only fair."
16,Gonna get my ass pounded! Laterz! 
17,"At the risk of coming off like a dick and being called ugly names by people who are actually less progressive than I am, I'm going to say that this all kind of your fault. There is a way to conduct yourself that allows you to avoid situations like this. Some people learn this very early on, and others have to fuck it up a few times before they get it. Some never do. If you don't want a drama tornado to follow you everywhere you go, you'd do well to start focusing on how to behave differently to prevent it.

So, considerations for the future:

1) Next time you get hit, call the cops right away instead of telling your violent vigilante brother.

2) See a psychologist yourself so you can figure out why you're surrounding yourself with physically abusive people. Believe it or not, there are people with entire social networks that consist of zero people who hit each other. You can be one too.

3) Try to avoid situations where paying someone off or blackmailing them to avoid police involvement is necessary. This usually involves a misstep earlier in the process, like not calling the police right away.

4) None of this is applicable if you enjoy being caught up in a whirlwind of drama and fighting.

5) If you begin to automatically defend yourself without taking time to really consider #4, then you like the drama. Someone who genuinely wants out of it will listen and take action to change how they interact with the world. Someone who doesn't just talks about it a lot and asks for advice after each individual fuck up.

It appears that at this point in your life, you're happy with the drama, since you're still trying to frame your ex-boyfriend for selling weed to keep your brother out of jail. That's the kind of shit that happens on TV shows when characters dig themselves into ever-deepening webs of lies. It is not okay for it to happen in real life, nor is it the marker of a person acting or thinking maturely. Keeping score of what other people do so you can use it against them is extremely unhealthy. It's what sociopaths do.

EDIT: Since people are bitching, please note that my cellphone made the bold letters without me asking it to. There is no hidden meaning.

EDIT: Someone explained the big letters, so I removed them since they were never intended to be the point of my comment."
18,[deleted]
19,"Tons of divorce, lots of anger, violence against people for no reason . . .

No change really. "
20,now you can come out again and again for the rest of your life
21,"No matter how annoyed or upset i ever get, all he has to do is just hold my hand and i just forget everything bad. Hes the only one who knows me so well. 

Haha, i feel like a sop for writing this but i'm just happy when he's with me. Coming up to 5 years now! Woop woop!"
22,"Depends heavily on the reasons behind it. If he was from a working class rustbelt community that had been bled dry by globalization and free trade agreements then I could sympathize to an extent. If he was a euphoric alt-righter his ass would get insta-dumped, though."
23,"I think mine falls into the ""thinks I'm magically clean"" camp, because everytime I try to casually sneak away to do it, when things start heading in that direction, he's like:   
- ""Where are you going""    
- ""I have to use the bathroom...""   
- ""Now?""   
- ""Yes, now....""    
And then when I come back he says, ""Jesus, that was the longest pee ever."" While I'm just like.....wow. Hahahaha"
24,24
25,It begins. 
26,Drag is stupid.
27,"I think that's normally the case, but I respect OP's opinion that he doesn't want to out his son."
28,[deleted]
29,"Well this is a nice post.

Good for you, op."
30,"Bad, bad, bad, bad, bad, bad, bad, bad, bad, bad. You've been together for 4 years and he want's to change your personal dynamics just like this? 

He wants to be your ""house wife"" while you support him or something? "
31,"People who use instagram and snapchat everyday are incredibly superficial or  have a lot of extra time on their hands.

"
32,I think threads like this just end up being a showcase of willful ignorance and/or stupidity.
33,"This! And not just accepted, but promoted. Anything else to them is a ""controlling, clingy, heteronormative Disney fairytale doomed to failure""."
