,text
0,"As an ugly guy who pursues guys physically out of his league, remember that you *never know* what someone else likes. He agreed to the date because there's something about you he finds compelling, just as you find him compelling. Also remember that dating someone like him is no different than any other date - there a a less than 1% chance of you two still being together in ten years, so set your expectations appropriately and don't be too distraught if you're not compatible, and don't let your insecurities take over if it goes nowhere. We all think we know why dates don't work out, but the narrative we spin in our head is usually much more about our own insecurities than the actual reasons the other person lost interest. 

Coming back around to the main idea, there's something about you he wants to explore, so don't go in with the mindset that he's doing you a favor. You asked him out, he agreed - you're in the driver's seat, so take the wheel.

With pretty guys, the first thing to determine is does he think he's pretty? Whether he is pretty or not is subjective and irrelevant. You'd be shocked at how many seriously hot guys either don't think they're hot or have crippling insecurities about their appearance. The third possibility is he doesn't think of his appearance at all. With which are you dealing?

Then remember that smart girls like to be told they're pretty and pretty girls like to be told they're smart. If he's confident about his appearance and all you do is fawn over his looks, you'll be just like every other guy he's dated and you won't be offering him anything compelling. Ask him questions to figure out what it is about you he finds interesting. Maybe he's just polite and will say yes to a date with anyone? 

And the other possibilty you haven't considered? The one that was hardest for me to accept as an ugly guy? Some insanely hot guys find me *really* attractive. My bald head and my furry body - they fucking love it. Something about me makes their dick hard and makes them want to fuck my dick off. I don't know what you look like, but maybe you're his jam?

Basically, get out of your own head and have a good time with measured expectations. "
1,No apologies. Period. Cut this person and anyone who enables his selfish childish behavior out of your life. Anyone who overlooks all those shallow things he does is not someone to call friend. 
2,"&gt;He sends me links from various websites and I almost feel like it's similar to Muslim radicalization propaganda/brainwashing.

That's because it is. Sane people don't think that way. They have to have their fears and uncertainties preyed upon to become radicalized assholes. "
3,"You could grow up and realize there's nothing wrong with being the bottom in the relationship. That's one option. Or, you could bring him home and show your parents some porn with twink topping a big, muscle bound jock. "
4,There's really not a better situation than right now to come out. 
5,Holy shit that's a lot to process 
6,"&gt; When I asked him why he just didn't tell me, he couldn't answer.

Kids lie when they don't have to.

&gt; I just feel like a massive creep for sleeping with him and kissing him

You're not though. You acted responsibly given the information you had.

&gt; What should I do?

Let him stay on your couch for a couple days until he can make arrangements... ~~but for legal reasons, you need to end that right now.~~*

*Apparently you're okay in MA."
7,"Do not tell anyone until he is ready himself,please.
No one wants that,its not on you if he should or shouldn't come out,let him prepare..."
8,I'd tell your parents. Might prevent them from being interviewed on CNN after your white-supremacist brother commits the next mass shooting.
9,"It is not legal for them to kick you out, although I can't imagine that home would be a good environment for you at this point. You could talk to a school counselor or teacher but they would likely have to report this to CPS. If you can stay with your friend or you have a relative to stay with that could buy you time while you find resources to help. 

Try http://www.glnh.org/ or  http://www.1800runaway.org/ to help find local resources."
10,That does sound kind of fucked up if you ask me. I'd be honest and respond that you are not ok with it. 
11,"It hasn't always been this way. The 1964 republican presidential candidate was Barry Goldwater, known as ""Mr Conservative,"" was a proponent of gay rights, he voted against the Civil Rights act because he thought it didn't go nearly far enough, and was quoted, ""Mark my word, if and when these preachers get control of the [Republican] party, and they're sure trying to do so, it's going to be a terrible damn problem. Frankly, these people frighten me. Politics and governing demand compromise. But these Christians believe they are acting in the name of God, so they can't and won't compromise. I know, I've tried to deal with them."""
12,"People are allowed to not be attracted to femininity. ""Masculine"" gay dudes are not ""acting straight"". They are being themselves. Me being gay doesn't mean I HAVE TO like drag, make-up, ...I grew up in a different context and thus have a different personality. And not ALL masculine gay dudes are into other masculine guys.

I don't hate feminine (gay) guys. It's just that I don't see myself with one relationship-wise. No one is consuming anything. People just express their desires. Now if you want to waste your time sending a message and reading the answer of some gay dude telling you in a politically correct way he isn't into feminine guys, that's up to you. But I'd prefer to know from the get go that x-dude is not into me."
13,"I wear sunglasses a lot, so no one can see where I'm looking. 😏"
14,"Come the fuck out already, Jesus. "
15,"I always wonder when people say, ""let's say this peron's name is x"", if that's their actual name. Especially with names like Daxton and Mariah. If I wanted to make up names, I would use names like Bob, John, Mary etc. Just some unrelated shower thoughts."
16,"This one time we were having a high school trip that involved hiking on a hill, I slipped on the way down and this muscular middle-eastern, hunk of a pre-teen with wolverine like hair on his forearms caught me and said ""Watch out there"" 

Needless to say I was hyper-ventilating like a bitch."
17,You need a change of venue; seriously.
18,"So, a good straight friend a long time ago told me he didn't understand why, but he just didn't respond to black women with the same attraction as other women. Then years later, he gave me an update about something that surprisingly switched that for him.

He said that it happened over the course of six months or so. He worked with two black women that were just flirty with him in a playful way. Nothing inappropriate, they just gave that positive attention a person gives when they're being open and positive to you in a flirty way. He said something about that just started to flip a switch and he started to suddenly notice black women in the environment more when he was out and about. It's like his brain started to make a connection between those features and that good feeling that comes with attraction and people making us feel good.

So, just know that types and attraction are very plastic and can change a lot throughout our adult life. You don't have to force a change. Just being open to guys of other types and get to know them personally and you'll likely notice your type being less narrow."
19,"My roommates and a few other frat guys were all in my dorm playing drinking games.

I tried to stay out of their way all day, but I finally came back after being out all day.

They said I could join, it was half my dorm after all.

After some shots of vodka im fucking wasted. I didn't eat anything and I had zero tolerance.

After acting like a maniac this sexy jock was feeling guilty because he knew it was my first time drinking. So he would ""babysit"" me I guess. 

That same night the fire-alarm went off. We were outside and he told me I had to stand up straight and not act drunk or we could get arrested. So I was leaning my head into his pecs and listening to his encouraging words and he carried me to my bed afterwords 

"
20,He sounds like a douche to me.
21,Looking?👀
22,I love askgaybros
23,"Holy shit.
As an insecure noob, this is the best thing i've ever read on gay dating."
24,"Well, congrats on doing the smartest thing possible and getting an attorney. If anyone of legal authority asks, ya'll didn't fuck.  Good luck. "
25,In one night you had sex (counting oral) with more guys than I have in my entire life. Congrats
26,All 3 of you just admit you like cock and get your fuck on together. Shit i'd love to be in your situation.
27,"Not even then. It has to be when he is ready. Love him and support him to make the decision himself. Outing someone against their will is an extremely shitty thing to do. Even when one's heart is in a good place, as yours clearly is. "
