,text
0,"Forget the password reset, we have reset your job title"
1,I miss the days when it was possible to talk with someone genuinely useful inside the megacorps.
2,"You can't know just what their standards are, but it's clear you've failed them. Like a distant father figure."
3,"&gt; *How.*

The first rule may be ""users lie"" but the second rule is ""never underestimate the ability of a user to screw it up"".  No matter how many safeguards are there, someone will screw up a basic step."
4,"&gt; I liked my old password. 

Apparently not enough to to type it correctly."
5,I'm amazed she would rather ship back or destroy the laptop than keep it or sell it.
6,"yeah, but it's easier this way."
7,"I've changed it to ""Unemployed"". You'll need to go to the employment office to have it changed"
8,"Thats the firat time I've heard a password must, or even can contain a space"
9,"As someone who falls in this role, I either expect payment from family (albeit only token) or expect them to learn, realize their current unlearned status, and make them do basic troubleshooting. 

If my parents/others haven't done the basic steps I simply find or write them a quick guide and don't help them until they attempt. Works pretty well for me!"
10,Y̨̘̠̺̖̻̩̞̮͊͌ͥ̏͛̄ͧ̀ͧͥ͌͢ơ̴̡̩̭̙̗͙͖̫̰̤͚̘̿̍̈́ͮ͋̏̊̀͝u̵̝̰̜̩͕̦͎̯͔͕̠͚̘͆̑ͦͧ̆ͧͪ̒̿ͯͨͧ͋̍̄̀̚̚͢͟rͤͫͩ̍̉͛̈́͒ͦ͂͋ͥ̃́͜͏̼̯̭ ̡̡͚̲̭̯̈̈́̆̄̍͘P̸͎̞̙͙̹͚̯͇͎̻̓ͥ̊̎ͬͧ̇ͭ̾̏̊͑̂̽ͮ́́ͯͦ̀́͝ḁ̵̩̣̖͎̙̻̪͈̰̥̔ͪ̍͑͛ͨ̓̊ͩ̇͑͋̚͝ŝ̸͙̭̪͍͕͓̮̇͋͊̏̀̇͋̊͂̍̚͢͟͝ṡ̨̤̣̝͎̝̖̘͎̻̠̙͋̈ͤ̆ͩ̂̽͑̿ͫ̎͜w̸̡͎̻͍̤͈̠̱̥̅ͫ̑̓͢o̧̲̮̦͕ͭ̐̄̍ͭͣ͊̔͊͑̆ͫͭ̏͋ͣ̀̚͠͠r̛̆ͭ͌̾ͣ͂ͩͭ͗̿̈́ͨ̌ͭ͆̆ͧ̏̕͟͏̻̪̫̭̥̞̞̺̼̝̮̗̟̲̲͖̯͜ḑ̧̲͇͉̜̪̰̫̱̤̮̲̭͓̮͉̱̬̭̥̇͌̄̽͗̎ͥ̎͡ ̶͇͔͖̪͍̠̮͇̭̮̲̳̺̮͐̉̓ͫ͒̓̾̒ͩͭͣ̕̕͢I̯͍̻̣̱̤͖̽̂̊ͤ̀̐̈̽͌̅͒͐͡͡s͗͗͐͗̊ͧͭͧ͌̚҉̯̻̞͉͖̳̣̪̳̬͇̹̬ ͯ̽̒ͣ͌͋ͫ̅́͏̛̛͏̥̰͈̠͔͕̹̜͇͍͕̮͉̩͙̙̖̞ͅŅ̵͑ͥ͋̿̊ͨͥ̎͑ͭ̕͘҉͔̘̣͎̬̳̼̣̳̳̞ͅơ̩͔̲͙̜͎̮͍͍̲̠̠̺̫̰͚͎͂͋͋̽͂̆̈ͬͣ̈̕͜͡t̶̴̛͚̟̦̮̻̰̦̪̪̩͙͍͈͎̲̖ͣ̅͗̃̃͒̅͂͊̅ͦͣ͢ ́͆̀̇ͦ̒ͮ̏̌̽̓̏ͫ͛̏͆҉̴̶̶̩̳̟̻̺͍͈̩̙͖̹̝̙̯̯̦̣͈S̪̞̠͕̥͖̤̲͎̩̻̺̦̣̙̥̋͒ͧ͛̂̈́͒̌͟͞ͅẹ̴̴̷̛͈̪͖̣̱̲̞̝͈̟̟̦͆̉̔͆ͪͣ̑̈́ͪ̇͗͒c̡̗̞̟͍ͣͧ͐̇ͥ̅̎̉̄ͦ͛̋̉ͣͯ͡͠ų̖̠̝͙͚̳͍͉͓͍̲̩̰̞̹ͪ̽͑̏̏̇̋͒ͯ͑ͥ͋̿̑̐͟͟ͅr̹̙͍̥͍̘̝̤̯̪̯̭̳͛̅ͤ̓̐ͩ͑ͪͮ̅̆͑͐͆̏̒̌̉̚͘͜eͦ́͛́̋̒ͧ̅̏̑ͧ͊ͥ̓͋ͯ͘͡͏҉̵̦̰̪̺͚̦̼ ̷̺͇̜̫̫̭̠̯̟͔ͫ̏̏̂̋̿̍͌̎̂͢Ẻ͎̻̭͔͙̠͉̪͖̣̯̳̱̰͇͖̣͙̬͊̈́̊͗̀͘͟n̴̰̤̞̲̣͉ͤ̌ͮ̔́͠o͌̓ͮ̍̾̉͒̈͑͌̇̏̕҉͉̖̖͕͠͞u͍͉̦̘͇̪͙̲͓̺̘̗͔͚̖͇͕̼͍͒̓͗́͝g̨̧̭͉͇͍̟͍͔͉̩͍̟̭͖͈̯̃̂̋ͤ͛͛̅̑̈́͋ͪ̌̔̋͠ḥ̳̣̺̲̘̊̄̎ͥ͒͋ͣͪ͢ͅͅͅ
11,"So did OP, if he used the current date print function."
12,"1 Users Lie.

&amp;nbsp;

1a Users lie, even if they don't know they're lying."
13,"The user may not bring it up again if the offending folder can't be found. If you remind them of it, they will probably accuse you of deleting all traces of it."
14,"In my experience it's always the lower management tier users that are rude. I was always in awe when I had to deal with CTOs, CEOs and the like directly - nicest people ever. Their PA's? Little bitches.

One of these top brass was always answering me, when I was guiding him through some remote troubleshooting with ""yes sir"" and ""no sir"" - without a hint of irony and sounding appreciative and earnest. At a multibillion global company. What a guy."
15,"My fucking company doesn't publish their Windows password requirements. I had to figure out through trial and error (and waiting) that the requirements are: at least 8 characters, including at least one space, special character, capital letter, and lowercase letter. The space alone took me three tries to figure out."
16,"Stupid is as stupid does. And if the company actually wanted the laptop back, since it *is* still their property, those would be illegal too."
17,"Ouch, right in the common sense. :/"
18,"My parents fall into the ""you should do this for free since you're our kid"" and my mom is one of those users that just refuses to do anything, so I just give advice to my dad and let him do it usually. It works pretty well."
19,"&gt; One of these top brass was always answering me, when I was guiding him through some remote troubleshooting with ""yes sir"" and ""no sir"" - without a hint of irony and sounding appreciative and earnest. At a multibillion global company. What a guy.

That is because he is secure in the knowledge that he is already at the top.  He isn't a puffed shirt at first tier management that needs to show those 'below' him how important he is by acting like an a-hole.

"
20,"Also, their time is worth huge money, they just want the issue fixed. Easiest way to fix an issue: listen to an expert. Whom you pay. To fix issues. Because they are the experts."
21,So you and $man had some pillow talk after you finished. I see what is going on here
