,text
0,"I used to work at a high end clothing store and we had shoplifters all day every day.  Normally I wouldn't care very much, but the company policy stated that if you caught someone shoplifting you would get 25% of what the stolen items rang up to.  I spent most of my days just looking for shoplifters and I got really good at it.  That reward for catching somebody shoplifting made the job so much more enjoyable."
1,That girl has no chance in life with a mother like that. They both need to grow up.
2,"I had one guy, a regular, who usually smelt pretty rank but one week it was particularly foul. We're talking fighting back your gag reflex levels of bad it wasn't just the usual BO but now a foul stench like rotting meat and ammonia. He disappears for a couple weeks and next time I see him he's in a wheel chair and missing a leg and it clicks...what I had smelled was his necrotic foot/leg."
3,"The sad part is if she called customer service about her issue they probably would give her a gift card.   Had a lady scream at me for not price matching.  She said it was  ""the law"".   Only in your head lady."
4,"He left them in a different store. So he shows up at the store he left them in, says, ""I called about my keys that I left here!"" Gets told, ""nobody called about any keys"" says, ""don't give me that!"""
5,"Lol, well at least he called down after realizing his mistake!"
6,"I had a lady threaten to call the police and have me and my manager arrested for refusing to do a refund outside of the return window. She was clearly not quite all there though. I always find it amusing that some people think the police are the appropriate people to call in these sorts of situations, take it to court if you want but if you think the cops are going to come by and force the till open you're in for some disappointment."
7,"I find it amusing that she would call you for something like that, as if you could do anything about it. Your response was genuine and a lot nicer then I would have put it. She had four years to pay for the plots and did nothing with them. I don't feel one ounce of pity for her at all!"
8,"I love root beer. Few people do, so most restaurants/fast food places do not carry it. I should go into those places and scream that I am being discriminated against because they don't have what I like."
9,"Ugh, I shudder that this is one of those horror stories where the strange dad is trying abduct a girl to be his strange son’s wife."
10,"I think this was the right move lol, what are the cops going to do over some candy? Ya scared some sense into them"
11,"Fun story- I worked at a party rental company and moved up to office manager. Weekends were (obviously) the busiest days but we usually delivered Thurs, Fri or Sat with pickup on Mon. One Sunday late afternoon I ended up being the only one in the office. A lady called to complain about tables&amp; chairs being dirty, her waterslide not working and being shorted on cotton candy colors. I asked for her reservation number- she didn't have it and started getting upset. At this point I was on her side and just trying to get enough info to figure out my next step. Last name, phone number, address- nothing shows up in our system. I asked if she was certain she had the right rental place. She calls me all types of names and says she's calling the police. Police actually do show up maybe 15mins later... because she made threats. Later I found out she was just giving me her personal info- not the info for the party, account or payment. She didn't realize a waterslide needed WATER to work even though the guys who delivered everything explained it all. She was upset we didn't come out to clean up after her ""pre-party"". And she didn't realize that ""pink, blue or both"" meant only two colors of sugar."
12,"My dad lost his leg below the knee to diabetes 3 years ago and I just had the good sense in the ER with him (he refused to let me see him for the two weeks prior to that while sepsis was taking hold) to not breathe through my nose and keep my distance.  His ankle looked like a rotten potato, I've seen less horrors on literal horror movies.  His leg had split open and it was oozing all sorts of colors.  He thought he would get out the next day.  3 months later, after a remodel of his house, a two step amputation, and 6 weeks in inpatient rehab, he came home."
13,That is one of my theories!  Easily could have got our branch mixed up with another - there's one not that far down the road.
14,You went above and beyond what was necessary. It was his job to ensure they were adequately protected. Some people just assume they’re victims.
15,"Huh. I had no idea how trying on underwear worked. It seemed pretty gross to me.

Also, unscented detergent could avoid the sniff test."
16,"This is one of the reasons I loathe cash back. Something like this happened to me when I'd only been at my present job for a couple of weeks. A woman phoned claiming I hadn't given her the cash back (even though she'd signed for it). When checked they could clearly see I'd handed it to her. But I felt falsely accused and really worried about it. That wouldn't bother me now, I'm more seasoned/jaded.
Now I try to skip asking if they want it, even though I'm supposed to ask whenever prompted. Well, if everybody wanted it, I'd never have any money in the till. Plus we have a free cash machine right by the entrance/exit.
I've asked ""Cash back?"" only to have the customers stand there deciding for bloody ages. Its not a fricking philosophical question for heaven's sake!  Aaargh! I hate cash back!!"
17,She definitely has mental issues. Poor lady and poor kids.
18,She’s actually the second person that found out I didn’t work there any more but still called to ask me for help 😅
19,Where do I sign up??
20,But she said she taking her business elsewhere! How would she use the gift card?! /s
