,text
0,"My husband thinks he was sneaky last year buying me an oven for Christmas and then hooking it up Christmas Eve while I slept. 

I found the oven a week prior since I had to run to our storage unit for something and that's where he had hid it (to be fair, I hadn't been to the storage unit for like six months, so it was a good plan). I didn't sleep because he was making such a racket moving the old oven out and the new one in.

Oh well. I acted shocked and let him have his win. "
1,The image of somebody trying to hide an entire oven from somebody who lives in their house is unbelievably cute and funny.
2,"My fiance works in the science field and likes data/proof of things. He's also secretly a big giant marshmallow, despite being a six foot tall giant alpha male. 

So anyway, we adopted a rescue kitten a few months ago and he loves her.... spoils her rotten, asks me to send kitty pics all the time when he's working, etc. 

I found out he googled ""how do I know if my cat loves me"" . SO FRICKING CUTE. He needed the scientific proof that our cat loves him as much as he loves her. "
3,Bobby pins. My ex kept putting them all in his toolbox because he thought they were a tool. I found dozens of them in there lmao
4,"Trying to write them as empowering is the mistake to me. Write interesting stories with fully developed characters. I don't need to feel ""empowered"" by a fictional character. I'd rather she be relatable or interesting to read about. "
5,[deleted]
6,"My husband has our wedding song on his spotify playlist (the one I walked down the aisle to, not the first dance). Whenever it pops up and I'm nearby, he immediately skips it and mumbles something about how it's too sappy and he should really take it off. 

He doesn't know I know he skips it because it makes him cry every time he hears it.

It's especially cute to me because before we got married I'd told him that my favorite part of any wedding is when the bride emerges. Everyone turns to look at her but I ALWAYS look at the groom because his look of joy and pure emotion gets to me. If he cries I just melt. Hubby assured me that he's just not a crier. He almost never cries, and certainly doesn't in front of other people if he can help it. He was really worried I'd be hurt that he didn't cry on our big day. But the moment he saw me he burst into tears (which of course made me follow suit... god bless waterproof mascara). "
7,"Someone you actually like and get along with early on 




It seems like so many dudes want a girlfriend so badly they would rather date whoever will go out with them rather than trying to date women they really enjoy spending time with. And then wonder a month later once they get to know the person, why they are incompatible.  



Don't try to find ""a girlfriend."" Don't be generic and look for someone to fill a role.  Try to find a woman you want to bring into your life rather than any person who will fill the role. "
8,"There isn't any problem really with a fat guy having a skinny girlfriend. But there is a problem in representation because often the guy is all-round pretty shitty and the woman is great and the moral is that even shit guys who are fat deserve great women... and women need to just settle for any guy. It's made worse by the fact that you almost never see it in reverse, an average or below average woman is very unlikely to end up with an above average man in any TV show or movie.

It's bad representation for overweight people since they're usually using fatness to indicate that the character is below average and lazy in other aspects, and it's a pretty sexist trope."
9,My clitoris... 
10,Yes. I'd sleep diagonally across the king size bed and enjoy every second of it
11,"SHE'S POWERFUL BECAUSE SHE USES HER SEXUALITY AS A WEAPON!

No, fuck off, you're just making excuses for showing excessive cleavage.  "
